addr	symbol	size	class	source	status	fuzzy	alternatives
00119830	_ZN2kn6Stitch10shotEffectEi	732	float	m2c	near	59.29	lift:near:49.71;ghidra:near:6.47
00119b10	_Z16wtarget_00119b10jjjj	164	float	lift	near	49.63	m2c:near:3.26;ghidra:near:0.66
00119c88	func_00119c88	44	straight	lift	exact	100.00	corpus:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
00119d08	_ZN2kn5GenieD0Ev	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
00119d70	func_00119d70	240	float	m2c	near	79.82	lift:near:78.0;e3:near:60.25;ghidra:near:17.33
00119e60	_ZN2kn5Genie10changeFormEi	168	loop	m2c	near	77.81	lift:near:44.69;ghidra:near:24.5
00119f48	func_00119f48	112	float	m2c	near	79.17	ghidra:near:57.74;lift:near:16.71;e3:near:0.0
00119fc0	func_00119fc0	668	vu0	ghidra	near	39.35	m2c:compile:0.0
0011a340	func_0011a340	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
0011a430	_ZN2kn8Peterpan24acceptNotifyPlayerTargetEv	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.33;e3:near:50.67
0011a510	func_0011a510	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
0011a858	func_0011a858	168	vu0	lift	near	47.84	ghidra:near:0.0;m2c:near:0.0
0011a900	func_0011a900	20	straight	ghidra	near	21.67	lift:near:0.0;m2c:near:0.0
0011a918	func_0011a918	28	branchy	lift	near	97.00	m2c:near:49.91;ghidra:near:43.85;e3:near:37.78
0011a938	func_0011a938	728	vu0	ghidra	near	25.86	m2c:near:0.0
0011ac10	func_0011ac10	1064	loop	m2c	near	38.79	ghidra:near:0.0
0011b038	func_0011b038	108	float	m2c	near	68.04	ghidra:near:57.33;lift:near:52.91
0011b0a8	_ZN2kn13ChickenLittle11start_limitEv	424	float	lift	near	89.85	ghidra:near:58.33;m2c:near:19.02
0011b250	_ZN2kn13ChickenLittle9end_limitEv	396	float	ghidra	near	74.18	m2c:near:66.04;lift:compile:0.0
0011b408	func_0011b408	332	vu0	lift	near	44.11	ghidra:near:10.53;m2c:compile:0.0
0011b558	func_0011b558	332	vu0	lift	near	44.11	ghidra:near:10.53;m2c:compile:0.0
0011b6a8	_Z13func_0011b6a8Pv	48	straight	e3	near	38.57	m2c:near:30.75;ghidra:near:10.17;lift:near:7.0
0011b8d0	func_0011b8d0	504	vu0	lift	near	83.27	ghidra:near:16.64;m2c:compile:0.0
0011bac8	func_0011bac8	680	vu0	ghidra	near	16.18	m2c:near:3.13
0011bd70	func_0011bd70	76	float	ghidra	near	93.37	lift:near:83.15;m2c:near:0.0
0011be50	func_0011be50	336	vu0	lift	near	64.01	ghidra:near:39.63;m2c:near:20.46
0011bfa0	func_0011bfa0	172	float	ghidra	near	39.88	lift:near:4.6;m2c:near:0.0
0011c050	func_0011c050	152	float	lift	near	80.00	m2c:near:78.05;ghidra:near:0.0
0011c138	func_0011c138	16	straight	m2c	near	35.00	ghidra:near:24.44;e3:near:20.0;lift:compile:0.0
0011c148	func_0011c148	200	float	ghidra	near	18.62	lift:near:11.56;m2c:near:3.22;e3:near:0.0
0011c328	func_0011c328	136	loop	permute	exact	100.00	lift:near:99.76;m2c:near:91.18;ghidra:near:75.36
0011c3b0	func_0011c3b0	136	loop	permute	exact	100.00	lift:near:99.76;m2c:near:91.18;ghidra:near:75.36;e3:near:2.03
0011c4b0	func_0011c4b0	56	straight	lift	near	98.57	m2c:near:98.57;ghidra:near:86.56;e3:near:40.84
0011c4e8	func_0011c4e8	448	vu0	m2c	near	56.29	ghidra:near:10.83;lift:compile:0.0
0011c6a8	func_0011c6a8	240	float	m2c	near	68.07	ghidra:near:18.78;lift:compile:0.0
0011c798	func_0011c798	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:97.08;m2c:near:97.08;e3:near:91.85
0011c7c8	func_0011c7c8	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:97.08;m2c:near:97.08;e3:near:91.85
0011c7f8	func_0011c7f8	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:97.08;m2c:near:97.08;e3:near:91.85
0011c828	_Z16wtarget_0011c828jjjj	104	branchy	lift	exact	100.00	m2c:near:50.0;ghidra:near:48.15
0011c8f8	func_0011c8f8	292	loop	ghidra	near	79.89	lift:near:77.79;m2c:near:61.55
0011ca20	func_0011ca20	860	vu0	lift	near	63.78	m2c:near:2.16;ghidra:near:0.0
0011cd80	func_0011cd80	108	straight	ghidra	exact	100.00	lift:near:98.89;m2c:near:71.15
0011cdf0	func_0011cdf0	1500	vu0	lift	near	62.38	ghidra:near:12.44;m2c:near:9.48
0011d468	func_0011d468	152	float	lift	near	79.76	m2c:near:22.5;ghidra:near:1.68
0011d5e0	func_0011d5e0	224	vu0	ghidra	near	5.22	m2c:near:0.0;lift:compile:0.0
0011d740	func_0011d740	1476	vu0	ghidra	near	35.00	m2c:near:16.22;lift:compile:0.0
0011dd08	func_0011dd08	380	float	lift	near	64.81	m2c:near:35.2;ghidra:near:33.39
0011de88	func_0011de88	980	vu0	lift	near	71.45	ghidra:near:0.0;m2c:near:0.0
0011e260	func_0011e260	240	loop	lift	near	85.64	ghidra:near:60.11;m2c:near:0.0
0011e350	_Z16ctarget_0011e350jjjj	116	loop	lift	near	94.67	ghidra:near:90.65;m2c:compile:0.0
0011e410	func_0011e410	64	straight	typed	exact	100.00	lift:exact:100.0;m2c:near:97.69;ghidra:near:77.5
0011e450	func_0011e450	428	loop	ghidra	near	90.61	lift:near:81.03;m2c:compile:0.0
0011e600	func_0011e600	480	loop	m2c	near	97.24	lift:near:92.25;ghidra:near:88.08
0011e7e0	func_0011e7e0	160	loop	ghidra	near	86.31	m2c:near:40.05
0011e880	func_0011e880	152	loop	ghidra	near	93.75	lift:near:76.45;m2c:near:44.21
0011e9a8	_Z16wtarget_0011e9a8jjjj	152	float	ghidra	near	83.66	lift:near:70.16;m2c:near:67.13
0011ecc8	func_0011ecc8	128	loop	lift	near	82.85	ghidra:near:61.15;m2c:near:58.69
0011ed90	func_0011ed90	136	loop	ghidra	near	85.29	m2c:near:71.54;lift:near:60.94
0011eea8	func_0011eea8	76	loop	ghidra	near	76.05	m2c:near:74.68;lift:near:71.5
0011eef8	func_0011eef8	36	straight	ghidra	near	75.78	m2c:near:75.78;lift:near:55.56
0011efe8	func_0011efe8	140	loop	ghidra	near	73.11	lift:near:70.5;e3:near:68.54;m2c:near:59.8
0011f078	func_0011f078	124	loop	lift	near	96.41	ghidra:near:34.53;m2c:near:5.89
0011f120	func_0011f120	136	loop	lift	near	69.70	ghidra:near:64.68;m2c:near:64.5
0011f1a8	func_0011f1a8	136	loop	lift	near	75.24	ghidra:near:70.56;m2c:near:60.76
0011f238	func_0011f238	56	straight	ghidra	near	95.71	m2c:near:85.36;lift:near:84.64
0011f270	func_0011f270	128	loop	m2c	near	74.03	lift:near:68.75;ghidra:near:0.0
0011f2f0	func_0011f2f0	200	branchy	m2c	near	83.86	lift:near:64.1;ghidra:near:52.26
0011f3b8	_ZN2kn12modelDestroyEPv	36	straight	lift	exact	100.00	ghidra:near:97.78;e3:near:88.0;m2c:compile:0.0
0011f3e0	func_0011f3e0	60	loop	lift	near	93.75	m2c:near:77.5;ghidra:near:16.0
0011f4b8	func_0011f4b8	152	loop	lift	near	90.77	m2c:near:49.32;ghidra:near:41.62
0011f5a0	_ZN2kn7ModelBGD0Ev	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
0011f6e8	_ZN2kn7ModelBG14setDisplayFlagEPcPs	188	loop	ghidra	near	48.68	lift:near:44.84;m2c:compile:0.0
0011f7a8	func_0011f7a8	3448	float	ghidra	near	34.46	lift:compile:0.0;m2c:compile:0.0
00120648	func_00120648	148	loop	m2c	near	94.49	lift:near:93.33;ghidra:near:91.42;e3:near:0.0
001206e0	func_001206e0	148	loop	m2c	near	94.49	lift:near:93.33;ghidra:near:91.42;e3:near:0.0
001207c8	func_001207c8	52	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:55.33
001208f8	func_001208f8	296	loop	m2c	near	94.86	ghidra:near:70.99;lift:near:67.93
00120a20	func_00120a20	716	loop	ghidra	near	69.72	m2c:near:13.41
00120cf0	func_00120cf0	156	straight	lift	exact	100.00	m2c:near:75.82;ghidra:near:74.83
00121218	func_00121218	356	loop	e3	near	52.02	m2c:near:11.32;lift:near:3.77;ghidra:near:0.0
001213c0	func_001213c0	256	loop	lift	near	96.06	m2c:near:92.39;ghidra:near:72.9;e3:near:0.0
001214c0	func_001214c0	248	loop	lift	near	95.94	m2c:near:92.15;ghidra:near:72.42;e3:near:0.0
001215b8	func_001215b8	240	loop	lift	near	95.81	m2c:near:92.08;ghidra:near:72.95
001216a8	func_001216a8	248	loop	lift	near	95.94	m2c:near:92.15;ghidra:near:72.42
001217a0	func_001217a0	536	loop	lift	near	79.56	ghidra:near:53.49;m2c:compile:0.0
001219b8	func_001219b8	780	branchy	ghidra	near	78.81	lift:near:69.18;m2c:near:61.15
00121cc8	func_00121cc8	5232	float	ghidra	near	19.66	m2c:compile:0.0
001231f8	func_001231f8	48	straight	lift	near	45.00	ghidra:near:44.17;m2c:near:44.17
00123228	func_00123228	1060	float	ghidra	near	44.34	e3:near:0.0;lift:compile:0.0;m2c:compile:0.0
001239d8	func_001239d8	232	loop	ghidra	near	90.52	m2c:near:81.71;lift:near:68.43
00123ac0	func_00123ac0	232	loop	ghidra	near	90.52	m2c:near:81.71;lift:near:68.43
00123ba8	func_00123ba8	116	loop	m2c	near	91.00	lift:near:70.14;ghidra:near:54.72
00123c20	_ZN2kn10ModelMultiD1Ev	116	loop	m2c	near	91.00	lift:near:70.14;ghidra:near:54.72
00123c98	_ZN2kn10ModelMultiD0Ev	120	loop	m2c	near	99.97	e3:near:89.57;ghidra:near:67.81;lift:near:66.74
00123d10	_ZN2kn10ModelMulti23getDistanceFromSkeletonEv	44	straight	ghidra	near	85.00	m2c:near:84.58;lift:near:67.83;e3:near:36.65
00123d40	_ZN2kn10ModelMulti14getBoundingBoxERNS_7FVectorES2_	76	straight	ghidra	near	97.37	m2c:near:96.58;lift:near:54.63
00123d90	_ZNK2kn10ModelMulti17partName2matrixNoENS_9PART_NAMEE	60	straight	ghidra	exact	100.00	m2c:near:99.33;lift:near:55.6;e3:near:44.71
00123dd0	_ZNK2kn10ModelMulti9getHrcNumEv	48	straight	ghidra	exact	100.00	m2c:near:99.58;lift:near:95.0;e3:near:46.17
00123e00	_ZNK2kn10ModelMulti6getHrcEv	48	straight	ghidra	exact	100.00	m2c:near:99.58;lift:near:95.0;e3:near:46.17
00123e30	func_00123e30	640	loop	ghidra	near	0.00	m2c:compile:0.0
00124100	_ZN2kn10ModelMulti4calcEPNS_8ModelObjE	60	straight	ghidra	near	97.33	m2c:near:96.67;lift:near:53.6;e3:near:44.29
001241b8	_ZN2kn10ModelMulti14setDisplayFlagEPcPs	188	loop	lift	near	87.73	m2c:near:87.18;ghidra:near:77.21;e3:near:58.18
00124278	_ZN2kn10ModelMulti8showPartEPci	188	loop	lift	near	87.73	m2c:near:87.18;ghidra:near:77.21;e3:near:58.18
00124338	_ZN2kn10ModelMulti8hidePartEPci	188	loop	lift	near	87.73	m2c:near:87.18;ghidra:near:77.21;e3:near:58.18
001243f8	_ZN2kn10ModelMulti10setStealthEPci	188	loop	lift	near	87.73	m2c:near:87.18;ghidra:near:77.21;e3:near:58.18
001244b8	_ZN2kn10ModelMulti12resetStealthEPci	188	loop	lift	near	87.73	m2c:near:87.18;ghidra:near:77.21;e3:near:58.18
00124578	_ZN2kn10ModelMulti4drawEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE	156	straight	ghidra	exact	100.00	lift:near:77.49;m2c:near:15.92;e3:near:0.0
00124618	_ZN2kn10ModelMulti14drawSilhouetteEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE	156	straight	ghidra	exact	100.00	lift:near:77.49;m2c:near:15.92;e3:near:0.0
001246b8	_ZN2kn10ModelMulti12drawOnShadowEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcbPNS_7FMatrixE	140	straight	ghidra	exact	100.00	lift:near:75.31;m2c:near:29.17;e3:near:0.0
00124748	func_00124748	64	loop	m2c	near	95.88	lift:near:60.26;ghidra:near:35.25
00124788	func_00124788	136	loop	ghidra	near	86.29	lift:near:54.77;m2c:compile:0.0
00124848	func_00124848	504	vu0	lift	near	54.80	m2c:near:8.18;ghidra:near:0.0
00124a40	func_00124a40	208	loop	lift	near	82.21	m2c:near:61.35;ghidra:near:0.0
00124b10	func_00124b10	168	vu0	lift	near	65.40	ghidra:near:0.0;m2c:near:0.0
00124c48	func_00124c48	92	loop	lift	near	91.42	m2c:near:83.08;ghidra:near:54.54
00124ca8	func_00124ca8	1816	vu0	ghidra	near	0.00	m2c:near:0.0
001253c0	func_001253c0	764	vu0	m2c	near	5.93	ghidra:near:5.59;lift:compile:0.0
001256c0	func_001256c0	416	vu0	lift	near	75.72	ghidra:near:0.0;m2c:near:0.0
00125860	func_00125860	1816	vu0	lift	near	35.84	ghidra:near:0.0;m2c:near:0.0
00125f78	func_00125f78	6928	vu0	ghidra	near	0.00	m2c:compile:0.0
00127a88	_Z13func_00127a88Pv	488	float	ghidra	near	41.67	e3:near:32.83;m2c:compile:0.0
00127d40	_Z16wtarget_00127d40jjjj	96	branchy	m2c	near	68.75	ghidra:near:61.6;lift:near:58.54
00127da0	func_00127da0	36	straight	lift	exact	100.00	ghidra:near:97.78;m2c:compile:0.0
00127de8	func_00127de8	152	float	lift	near	80.00	m2c:near:78.05;ghidra:near:0.0
00127f40	func_00127f40	120	straight	lift	near	57.90	ghidra:near:49.93;m2c:near:48.4
00128008	func_00128008	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
00128040	func_00128040	1088	vu0	lift	near	55.55	ghidra:near:22.82;m2c:near:0.0
00128480	func_00128480	376	float	lift	near	91.49	ghidra:near:50.38;m2c:compile:0.0
001285f8	func_001285f8	216	float	lift	near	89.41	ghidra:near:78.06;m2c:near:57.74
001286d0	func_001286d0	128	float	lift	exact	100.00	ghidra:near:21.8;m2c:near:0.0
00128750	func_00128750	996	float	m2c	near	57.04	ghidra:near:10.42
00128b38	func_00128b38	520	float	lift	near	80.39	ghidra:near:60.26;m2c:compile:0.0
00128d40	func_00128d40	344	vu0	lift	near	72.03	ghidra:near:0.0;m2c:near:0.0
00128e98	func_00128e98	364	vu0	lift	near	64.93	ghidra:near:0.0;m2c:compile:0.0
00129060	func_00129060	2300	vu0	ghidra	near	31.54	m2c:compile:0.0
00129960	func_00129960	724	vu0	lift	near	49.52	ghidra:near:0.0;m2c:near:0.0
00129c38	func_00129c38	15088	vu0	stub	near	0.00	m2c:compile:0.0
0012d728	func_0012d728	13552	vu0	ghidra	near	0.00	m2c:compile:0.0
00130c18	func_00130c18	256	float	m2c	near	66.30	ghidra:near:43.71
00130d28	func_00130d28	376	vu0	ghidra	near	31.67	lift:compile:0.0;m2c:compile:0.0
00131450	func_00131450	568	vu0	lift	near	74.44	ghidra:near:35.27;m2c:compile:0.0
00131770	func_00131770	52	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:55.33
001317a8	func_001317a8	88	float	lift	near	54.47	ghidra:near:44.75;m2c:near:5.59
00131810	func_00131810	200	float	lift	near	64.42	ghidra:near:29.14;m2c:near:24.25;e3:near:0.0
00131918	func_00131918	132	branchy	lift	near	70.45	m2c:near:63.46;ghidra:near:40.9;e3:near:0.0
001319d8	func_001319d8	976	vu0	lift	near	14.23	ghidra:near:11.25;m2c:near:0.0
00131da8	func_00131da8	212	float	m2c	near	86.64	lift:near:78.02;ghidra:near:10.52
00131e80	func_00131e80	188	loop	m2c	near	87.32	lift:near:79.84;ghidra:near:0.0
00131f48	func_00131f48	204	loop	m2c	near	99.20	lift:near:73.26;ghidra:near:0.0
00132018	func_00132018	80	loop	lift	near	83.04	ghidra:near:17.62
00132068	func_00132068	60	branchy	ghidra	near	29.00	lift:near:21.0;m2c:compile:0.0
00132130	func_00132130	60	straight	m2c	near	86.67	ghidra:near:86.33;lift:near:69.76
00132180	func_00132180	136	loop	ghidra	near	95.94	lift:near:75.09;m2c:near:26.91
00132270	func_00132270	60	float	m2c	near	56.19	lift:near:55.31;ghidra:near:44.4;e3:near:0.0
00132390	func_00132390	156	loop	lift	near	95.38	ghidra:near:42.74;m2c:compile:0.0
00132430	func_00132430	132	loop	permute	exact	100.00	lift:near:99.88;m2c:near:86.76;ghidra:near:86.73;e3:near:0.0
001324b8	func_001324b8	132	loop	permute	exact	100.00	lift:near:99.88;m2c:near:86.76;ghidra:near:86.73;e3:near:0.0
00132590	func_00132590	52	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:55.33;e3:near:22.31
001325c8	func_001325c8	176	branchy	lift	near	51.91	m2c:near:49.5;ghidra:near:41.98
00132720	func_00132720	144	float	lift	near	81.29	m2c:near:61.98;ghidra:near:23.47
00132850	func_00132850	524	float	ghidra	near	21.24	e3:near:0.0;m2c:near:0.0
00132ab0	func_00132ab0	440	loop	lift	near	75.98	m2c:near:53.07;ghidra:near:19.13
00132d90	func_00132d90	136	branchy	m2c	near	82.54	ghidra:near:70.73
00132e28	func_00132e28	152	branchy	lift	near	76.05	m2c:near:66.58;ghidra:near:58.69
00132ec0	func_00132ec0	116	branchy	lift	exact	100.00	m2c:near:97.93;ghidra:near:59.21
00132f38	func_00132f38	96	branchy	lift	exact	100.00	m2c:near:97.5;ghidra:near:73.21
00132f98	func_00132f98	220	loop	lift	near	88.38	m2c:near:85.74;ghidra:near:82.71
00133078	func_00133078	224	loop	ghidra	near	91.59	m2c:near:90.52;lift:near:68.54
00133228	func_00133228	52	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:55.33
001332e8	func_001332e8	172	float	lift	near	79.60	ghidra:near:28.51;e3:near:0.0;m2c:compile:0.0
001333f8	func_001333f8	172	float	lift	near	46.41	m2c:near:40.59;ghidra:near:31.28
001334a8	func_001334a8	172	float	lift	near	46.41	m2c:near:40.59;ghidra:near:31.28
001337f0	_Z16wtarget_001337f0jjjj	88	straight	lift	near	81.36	ghidra:near:81.36;m2c:near:19.0
00133938	_Z16wtarget_00133938jjjj	68	straight	lift	near	61.18	ghidra:near:52.94;m2c:near:13.15
00133980	_Z16wtarget_00133980jjjj	80	straight	lift	near	79.50	ghidra:near:79.5;m2c:near:28.09
001339d0	_Z16wtarget_001339d0jjjj	72	straight	lift	near	76.94	ghidra:near:48.0;m2c:near:37.65
00133a18	_Z16wtarget_00133a18jjjj	172	mmi	ghidra	near	15.77	m2c:near:0.0
00133ae8	_Z16wtarget_00133ae8jjjj	140	branchy	lift	near	54.21	m2c:near:54.14;ghidra:near:25.77
00133d38	func_00133d38	172	straight	m2c	near	89.02	ghidra:near:33.4
00133f80	func_00133f80	156	straight	m2c	near	57.36	ghidra:near:48.08
00134030	func_00134030	180	loop	ghidra	near	31.44	m2c:near:17.44
001340e8	_Z13func_001340e8Pv	100	loop	lift	near	84.00	ghidra:near:63.36;m2c:near:47.46;e3:near:0.0
00134278	func_00134278	48	straight	lift	near	78.33	ghidra:near:78.33;m2c:near:78.33
001344b8	func_001344b8	60	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:96.0
00134508	_Z13func_00134508ii	116	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:0.0
00134668	func_00134668	168	vu0	lift	near	51.88	ghidra:near:6.29;m2c:compile:0.0
00134730	func_00134730	632	vu0	ghidra	near	0.00	m2c:compile:0.0
001349a8	func_001349a8	600	vu0	stub	near	0.00	m2c:compile:0.0
00134c00	func_00134c00	208	branchy	m2c	near	47.46	ghidra:near:13.34;lift:compile:0.0
00134d10	func_00134d10	60	float	lift	near	87.81	ghidra:near:31.53;m2c:near:31.41
00134d60	func_00134d60	24	branchy	lift	near	98.33	m2c:near:98.33;ghidra:near:28.0
00134d78	func_00134d78	24	branchy	lift	near	98.33	m2c:near:98.33;ghidra:near:28.0
00134db0	func_00134db0	28	branchy	lift	near	97.00	m2c:near:81.43;ghidra:near:43.85
00134dd0	func_00134dd0	40	straight	lift	exact	100.00	ghidra:exact:100.0;corpus:near:96.5;m2c:near:78.5
00134df8	func_00134df8	2120	vu0	ghidra	near	0.00	m2c:near:0.0
00135670	func_00135670	32	branchy	lift	near	71.75	m2c:near:71.75;ghidra:near:29.47
00135690	_Z13func_00135690ii	188	float	lift	near	86.86	ghidra:near:82.72;m2c:near:80.76
001358c0	func_001358c0	64	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:near:91.88
00135900	func_00135900	64	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:near:91.88
00135ad0	func_00135ad0	252	loop	ghidra	near	87.36	lift:near:84.3;m2c:near:80.43
00135bd0	func_00135bd0	128	branchy	lift	near	84.52	m2c:near:73.51;ghidra:near:73.43
00135c50	func_00135c50	44	straight	ghidra	exact	100.00	lift:near:81.82;corpus:near:81.82;m2c:near:80.91
00135c88	func_00135c88	60	loop	lift	near	80.94	m2c:near:73.33;e3:near:40.17;ghidra:near:37.39
00135cc8	func_00135cc8	52	loop	lift	near	86.67	ghidra:near:76.25;m2c:near:64.62
00135d00	func_00135d00	116	loop	m2c	near	96.17	ghidra:near:87.88;lift:near:79.83
00135dc8	func_00135dc8	68	straight	lift	exact	100.00	twins:exact:100.0;m2c:near:86.94;ghidra:near:74.95
00135ff0	func_00135ff0	44	loop	lift	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0
00136020	func_00136020	312	loop	ghidra	near	86.74	lift:near:79.66;m2c:near:78.86
00136158	func_00136158	164	branchy	lift	exact	100.00	m2c:near:94.53;ghidra:near:66.83
00136200	func_00136200	148	loop	lift	near	88.08	ghidra:near:72.41;m2c:near:35.3
001362a0	func_001362a0	136	loop	ghidra	near	92.24	lift:near:87.25;m2c:near:79.81
001363a0	func_001363a0	276	branchy	ghidra	near	85.62	lift:near:84.65;m2c:near:73.67
00136560	func_00136560	340	branchy	lift	exact	100.00	ghidra:near:94.39;m2c:near:77.43;e3:near:0.0
001366b8	func_001366b8	188	branchy	lift	near	76.98	ghidra:near:71.67;m2c:near:58.73
00136790	_ZN2dk4BGSE5allocEPcRj	52	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:99.62
001367e0	func_001367e0	96	loop	lift	exact	100.00	ghidra:near:91.67;m2c:near:55.83
00136878	func_00136878	224	branchy	ghidra	near	53.70	e3:near:50.94;m2c:near:26.89
00136a18	func_00136a18	56	branchy	lift	near	38.57	ghidra:near:38.57;m2c:near:24.21
00136a98	func_00136a98	28	straight	lift	exact	100.00	ghidra:near:82.86;m2c:near:48.2
00136ab8	func_00136ab8	68	straight	lift	near	42.00	ghidra:near:26.52;m2c:compile:0.0
00136ba8	func_00136ba8	284	loop	lift	near	92.96	ghidra:near:80.5;m2c:near:69.79
00136d40	func_00136d40	612	branchy	lift	near	88.52	ghidra:near:41.45;m2c:compile:0.0
00136fa8	func_00136fa8	40	straight	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;ghidra:near:92.9
00136fd0	func_00136fd0	132	loop	lift	near	83.50	ghidra:near:69.06;m2c:near:27.79
00137058	func_00137058	292	loop	lift	near	84.19	m2c:near:48.45;ghidra:near:39.12
00137180	func_00137180	208	loop	lift	near	78.42	m2c:near:72.02;ghidra:near:59.81
001373a0	func_001373a0	56	straight	lift	exact	100.00	e3:near:99.86;ghidra:near:82.86;m2c:near:30.12
00137458	_Z16wtarget_00137458jjjj	76	loop	lift	near	1.53	ghidra:near:1.53;m2c:near:1.53
001374c8	func_001374c8	152	float	lift	exact	100.00	ghidra:near:70.22;m2c:near:37.53
00137560	_ZN2dk18TREASURE_INFO_BASE6updateEv	140	float	typed	exact	100.00	lift:exact:100.0;m2c:near:76.28;ghidra:near:31.94;e3:near:1.53
001375f0	func_001375f0	64	float	lift	exact	100.00	m2c:near:61.5;ghidra:near:50.17
00137630	_ZN2dk17TREASURE_BOX_INFO7destroyEv	132	branchy	lift	exact	100.00	m2c:near:99.85;e3:near:99.64;ghidra:near:93.86
001376b8	_ZN2dk17TREASURE_BOX_INFO6updateEv	392	float	lift	near	92.45	ghidra:near:40.91;m2c:near:0.0
00137890	func_00137890	160	straight	lift	near	99.25	ghidra:near:87.85;m2c:near:66.88
00137930	func_00137930	172	branchy	lift	exact	100.00	ghidra:near:94.56;m2c:near:78.65
001379e0	_ZN2dk19TREASURE_EVENT_INFO6updateEv	424	float	lift	near	91.07	ghidra:near:73.41;m2c:near:0.0
00137c50	func_00137c50	56	straight	lift	exact	100.00	ghidra:near:98.86;m2c:near:72.27
00137c88	func_00137c88	816	float	ghidra	near	75.75	m2c:near:68.65;lift:near:64.0
00137fb8	_Z16u_call0_00137fb8v	300	loop	lift	near	96.48	ghidra:near:84.93;m2c:compile:0.0
00138140	_ZN2dk13TREASURE_INFO3offEv	76	straight	ghidra	near	95.79	m2c:near:83.89;lift:near:82.17;e3:near:51.97
00138190	func_00138190	124	branchy	ghidra	near	60.06	lift:near:41.14;m2c:near:30.24
00138210	func_00138210	164	branchy	ghidra	near	92.02	lift:near:60.51;m2c:near:35.9
