ee_addr	ppc_addr	votes	c_ident	mangled	demangled	dwarf_type
0032b91c	0084cac0	14.0	SystemTask	SystemTask	SystemTask	TASK_MANAGER *
0032b948	00742ecc	1.0	vtbl__TASK_MANAGER	_ZTV12TASK_MANAGER	vtable for TASK_MANAGER	
0032b968	0084b6d0	28.0	FIELD__Mode	_ZN5FIELD4ModeE	FIELD::Mode	GAME_MODE
0032b994	0084b6fc	1.0	FIELD__StartArea	_ZN5FIELD9StartAreaE	FIELD::StartArea	AREA *
0032b998	007e90f0	1.0	CacheBuffDestroy	CacheBuffDestroy	CacheBuffDestroy	bool
0032b9cc	007e95c8	4.0	TITLE__Allocator	_ZN5TITLE9AllocatorE	TITLE::Allocator	kn::MemoryAllocator *
0032b9d8	007e95c0	2.0	TITLE__m_Stat	_ZN5TITLE6m_StatE	TITLE::m_Stat	TITLE::Stat
0032ba14	007e9524	19.0	MENU__Allocator	_ZN4MENU9AllocatorE	MENU::Allocator	kn::MemoryAllocator *
0032ba18	007e9528	3.0	MENU__ObjAllocator	_ZN4MENU12ObjAllocatorE	MENU::ObjAllocator	kn::MemoryAllocator *
0032ba1c	007e9518	2.0	s_isPauseDisable	s_isPauseDisable	s_isPauseDisable	bool
0032ba20	007e951c	2.0	s_ReserveType	s_ReserveType	s_ReserveType	int
0032ba24	008f4be8	7.0	MENU__m_GMode	_ZN4MENU7m_GModeE	MENU::m_GMode	int
0032ba28	008f4be4	3.0	MENU__m_MenuRunning	_ZN4MENU13m_MenuRunningE	MENU::m_MenuRunning	BOOL_1
0032ba2c	008f4bec	2.0	MENU__m_MapJump	_ZN4MENU9m_MapJumpE	MENU::m_MapJump	int
0032ba30	008f4bf0	4.0	MENU__m_SetAllocator	_ZN4MENU14m_SetAllocatorE	MENU::m_SetAllocator	BOOL_1
0032ba34	007e9520	2.0	MENU__m_CallBack	_ZN4MENU10m_CallBackE	MENU::m_CallBack	MenuCallBack
0032ba48	0084b828	8.0	GUMIBATTLE__Mode	_ZN10GUMIBATTLE4ModeE	GUMIBATTLE::Mode	GAME_MODE
0032ba74	007e90f4	2.0	GUMIBATTLE__Allocator	_ZN10GUMIBATTLE9AllocatorE	GUMIBATTLE::Allocator	kn::MemoryAllocator *
0032ba78	007e9100	4.0	GUMIBATTLE__m_PauseParam	_ZN10GUMIBATTLE12m_PauseParamE	GUMIBATTLE::m_PauseParam	GUMIBATTLE::PauseParam *
0032ba7c	0084b854	1.0	GUMIBATTLE__StageNo	_ZN10GUMIBATTLE7StageNoE	GUMIBATTLE::StageNo	int
0032bad8	0090611c	3.0	AREA__IsIn	_ZN4AREA4IsInE	AREA::IsIn	BOOL_1
0032bae0	00906108	56.0	AREA__Current	_ZN4AREA7CurrentE	AREA::Current	AREA
0032bb1c	007e95d0	5.0	Allocator	Allocator	Allocator	kn::MemoryAllocator *
0032bb20	007e95d4	1.0	TaskMapJump	TaskMapJump	TaskMapJump	TASK *
0032bb30	008f4d50	108.0	SaveRam	SaveRam	SaveRam	SAVERAM
0033caf4	007e9534	12.0	REGION__Lang	_ZN6REGION4LangE	REGION::Lang	const char *
0033cbb0	00905e5c	3.0	SHOP__m_isRunning	_ZN4SHOP11m_isRunningE	SHOP::m_isRunning	BOOL_1
0033cc38	007ef1d4	2.0	kn__cameraMode	_ZN2kn10cameraModeE	kn::cameraMode	int
0033cc3c	007ef1d8	1.0	kn__cameraModeSave	_ZN2kn14cameraModeSaveE	kn::cameraModeSave	int
0033cc40	007ef1dc	3.0	kn__cameraNumber	_ZN2kn12cameraNumberE	kn::cameraNumber	int
0033cc44	007ef1e0	4.0	kn__cameraMulti	_ZN2kn11cameraMultiE	kn::cameraMulti	bool
0033cc64	007f6970	2.0	kn__VU1Draw__packet_buffer_	_ZN2kn7VU1Draw14packet_buffer_E	kn::VU1Draw::packet_buffer_	void *
0033cc68	00a2f1f0	3.0	kn__VU1Draw__draw_obj_max_	_ZN2kn7VU1Draw13draw_obj_max_E	kn::VU1Draw::draw_obj_max_	u_int
0033cc70	007f6978	2.0	kn__VU1Draw__shadow_queue_	_ZN2kn7VU1Draw13shadow_queue_E	kn::VU1Draw::shadow_queue_	kn::DrawShadowQueue *
00340ea8	00a3341c	1.0	kn__VU1Draw__temporaryMomoryPtr_	_ZN2kn7VU1Draw19temporaryMomoryPtr_E	kn::VU1Draw::temporaryMomoryPtr_	BUFFER4 *
00340ed4	00a33444	1.0	kn__VU1Draw__phase_	_ZN2kn7VU1Draw6phase_E	kn::VU1Draw::phase_	kn::VU1Draw::PHASE
00340ed8	00a33448	4.0	kn__VU1Draw__context_	_ZN2kn7VU1Draw8context_E	kn::VU1Draw::context_	kn::VU1DrawContext
00341060	007f6a20	1.0	kn__shadowTextureSoftSmallPacket	_ZN2kn28shadowTextureSoftSmallPacketE	kn::shadowTextureSoftSmallPacket	ULONGLONG[66]
00341270	007f6e40	1.0	kn__shadowTextureSoftLargePacket	_ZN2kn28shadowTextureSoftLargePacketE	kn::shadowTextureSoftLargePacket	ULONGLONG[66]
00341480	007f6c30	1.0	kn__shadowTextureSoftMiddlePacket	_ZN2kn29shadowTextureSoftMiddlePacketE	kn::shadowTextureSoftMiddlePacket	ULONGLONG[66]
00341700	00a1ca70	3.0	kn__Friend__battleStatusOld	_ZN2kn6Friend15battleStatusOldE	kn::Friend::battleStatusOld	BOOL_1
00341708	007ef218	19.0	kn__Friend__partyChara	_ZN2kn6Friend10partyCharaE	kn::Friend::partyChara	YS::PARTY *[3]
00341780	007ef224	3.0	kn__Friend__warpLevel	_ZN2kn6Friend9warpLevelE	kn::Friend::warpLevel	kn::Friend::WARP_LEVEL
003417a8	00a1cb00	1.0	kn__Friend__playerAttackerNum	_ZN2kn6Friend17playerAttackerNumE	kn::Friend::playerAttackerNum	int
003417b0	00a1cb04	17.0	kn__Friend__playerTarget	_ZN2kn6Friend12playerTargetE	kn::Friend::playerTarget	YS::TARGET
003417c4	007ef228	2.0	kn__Friend__playerTargetNotifyObj	_ZN2kn6Friend21playerTargetNotifyObjE	kn::Friend::playerTargetNotifyObj	YS::OBJ *
00345b28	007f5550	3.0	LS_361_func_tbl	LS.361.func_tbl	LS.361.func_tbl	void (kn::Friend::*[12]
00345cf0	00745678	5.0	vtbl__kn__FriendPersonality	_ZTVN2kn17FriendPersonalityE	vtable for kn::FriendPersonality	
00345d30	007f56c8	1.0	kn__item_id_tbl	_ZN2kn11item_id_tblE	kn::item_id_tbl	short[7]
00345d32	00701a1a	1.0	LS_30_LV_1	LS.30.LV.1	LS.30.LV.1	
00345f10	007f7988	1.0	kn__actTbl	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[20]
003461e0	00746408	3.0	vtbl__kn__Donald	_ZTVN2kn6DonaldE	vtable for kn::Donald	
00346690	007f5d98	1.0	kn__actTbl_2	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[8]
003467b0	00745aa8	3.0	vtbl__kn__Pin	_ZTVN2kn3PinE	vtable for kn::Pin	
00346998	007f5bdc	1.0	kn__actTbl_3	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[10]
00346b00	007459c0	3.0	vtbl__kn__Mulan	_ZTVN2kn5MulanE	vtable for kn::Mulan	
00346eb8	007f5a1c	1.0	kn__actTbl_4	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[11]
00347048	00745738	3.0	vtbl__kn__Jack	_ZTVN2kn4JackE	vtable for kn::Jack	
00347050	007f574c	1.0	kn__actTbl_5	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[18]
00347400	007f5ed8	1.0	kn__actTbl_6	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[9]
00347548	00745ae8	3.0	vtbl__kn__Riku	_ZTVN2kn4RikuE	vtable for kn::Riku	
003476e8	00745c00	2.0	vtbl__kn__Stitch	_ZTVN2kn6StitchE	vtable for kn::Stitch	
00347728	007f56d8	1.0	kn__actTbl_7	_ZN2kn6actTblE	kn::actTbl	kn::FriendAction[2]
00347798	007456b8	3.0	vtbl__kn__Genie	_ZTVN2kn5GenieE	vtable for kn::Genie	
003477d8	007f5d70	1.0	kn__Peterpan_actTbl	_ZN2kn15Peterpan_actTblE	kn::Peterpan_actTbl	kn::FriendAction[1]
00347800	00745a68	3.0	vtbl__kn__Peterpan	_ZTVN2kn8PeterpanE	vtable for kn::Peterpan	
00347840	00745c98	3.0	vtbl__kn__Tink	_ZTVN2kn4TinkE	vtable for kn::Tink	
00347880	007f7960	1.0	kn__ChickenLittle_actTbl	_ZN2kn20ChickenLittle_actTblE	kn::ChickenLittle_actTbl	kn::FriendAction[1]
003478a8	007463c8	3.0	vtbl__kn__ChickenLittle	_ZTVN2kn13ChickenLittleE	vtable for kn::ChickenLittle	
00347930	007f5bd4	1.0	kn__ModelObj__mobjLinkTop	_ZN2kn8ModelObj11mobjLinkTopE	kn::ModelObj::mobjLinkTop	kn::ModelObj *
00347938	007457a8	2.0	vtbl__kn__Model	_ZTVN2kn5ModelE	vtable for kn::Model	
003479a0	00745810	3.0	vtbl__kn__ModelBG	_ZTVN2kn7ModelBGE	vtable for kn::ModelBG	
00347a20	007458e0	3.0	vtbl__kn__ModelSKL	_ZTVN2kn8ModelSKLE	vtable for kn::ModelSKL	
00347a88	00745878	3.0	vtbl__kn__ModelMulti	_ZTVN2kn10ModelMultiE	vtable for kn::ModelMulti	
00347a90	007214b1	1.0	LS_46_LV_4	LS.46.LV.4	LS.46.LV.4	
00347b80	00745948	4.0	vtbl__kn__Motion	_ZTVN2kn6MotionE	vtable for kn::Motion	
00347ba8	00745970	3.0	vtbl__kn__MotionPrototype0	_ZTVN2kn16MotionPrototype0E	vtable for kn::MotionPrototype0	
00347bd0	00745998	3.0	vtbl__kn__MotionRAW	_ZTVN2kn9MotionRAWE	vtable for kn::MotionRAW	
00347bf8	00746318	4.0	vtbl__kn__AnimationWork	_ZTVN2kn13AnimationWorkE	vtable for kn::AnimationWork	
00347c28	00745c40	3.0	vtbl__kn__TEXAnmWork	_ZTVN2kn10TEXAnmWorkE	vtable for kn::TEXAnmWork	
00347c58	00745d18	3.0	vtbl__kn__UVScrollWork	_ZTVN2kn12UVScrollWorkE	vtable for kn::UVScrollWork	
00347c88	00a2f120	7.0	kn__Vif1__buffer_	_ZN2kn4Vif17buffer_E	kn::Vif1::buffer_	kn::Vif1PacketBuffer
00347cf0	007f5d6c	4.0	kn__ObjObserver__s_top	_ZN2kn11ObjObserver5s_topE	kn::ObjObserver::s_top	kn::ObjObserver *
00347cf8	00745a00	1.0	vtbl__kn__ObjObserver	_ZTVN2kn11ObjObserverE	vtable for kn::ObjObserver	
00347d08	007f7ca8	1.0	kn__EffectObserver__s_top	_ZN2kn14EffectObserver5s_topE	kn::EffectObserver::s_top	kn::EffectObserver *
00347d56	009068f8	2.0	dk__BGM__s_gameOverChangeType	_ZN2dk3BGM20s_gameOverChangeTypeE	dk::BGM::s_gameOverChangeType	BOOL_1
00347d58	007ea668	3.0	dk__s_eventArticles	_ZN2dk15s_eventArticlesE	dk::s_eventArticles	int
00347d5c	007ea66c	2.0	dk__s_image	_ZN2dk7s_imageE	dk::s_image	dk::SpriteImage *
00347d60	007ea670	3.0	dk__s_event	_ZN2dk7s_eventE	dk::s_event	dk::TREASURE_EVENT_INFO *
00347d64	007ea674	5.0	dk__s_info	_ZN2dk6s_infoE	dk::s_info	dk::TREASURE_INFO *
00347d88	007442b0	3.0	vtbl__dk__TREASURE_EVENT_INFO	_ZTVN2dk19TREASURE_EVENT_INFOE	vtable for dk::TREASURE_EVENT_INFO	
00347dc8	00744270	2.0	vtbl__dk__TREASURE_BOX_INFO	_ZTVN2dk17TREASURE_BOX_INFOE	vtable for dk::TREASURE_BOX_INFO	
00347e08	00a09c90	4.0	dk__Pause__	_ZN2dk5Pause32_GLOBAL__N__9_pause_cpp_d0933c4c14s_pauseDisableE	dk::Pause::(anonymous namespace)::s_pauseDisable	u_int
00347e38	00744228	17.0	vtbl__dk__SpriteMessage	_ZTVN2dk13SpriteMessageE	vtable for dk::SpriteMessage	
00347e58	00744208	118.0	vtbl__dk__Sprite	_ZTVN2dk6SpriteE	vtable for dk::Sprite	
00347f80	007ea0ec	98.0	dk__Obj2D__sm_manager_ptr	_ZN2dk5Obj2D14sm_manager_ptrE	dk::Obj2D::sm_manager_ptr	dk::Obj2D::MANAGER *
00347f90	00743ef0	85.0	vtbl__dk__Obj2D	_ZTVN2dk5Obj2DE	vtable for dk::Obj2D	
00347ff4	007e9bd8	2.0	dk__s_readConfigCommand	_ZN2dk19s_readConfigCommandE	dk::s_readConfigCommand	bool
00347ff8	00a08fc8	4.0	dk__Monochrome__s_currentType	_ZN2dk10Monochrome13s_currentTypeE	dk::Monochrome::s_currentType	int
00348050	007e96b0	6.0	dk__s_image_2	_ZN2dk7s_imageE	dk::s_image	dk::SpriteImage *
00348054	007e96b4	4.0	dk__s_recsp	_ZN2dk7s_recspE	dk::s_recsp	YS::CLASS_BLOCK<dk::ReactionDecideSprite, 32> *
00348058	007e96b8	2.0	dk__s_sp	_ZN2dk4s_spE	dk::s_sp	YS::CLASS_BLOCK<dk::COMMAND_ONE, 36> *
0034805c	007e96bc	3.0	dk__s_stock_draw_limit	_ZN2dk18s_stock_draw_limitE	dk::s_stock_draw_limit	int
003484a0	007e9aec	9.0	dk__s_commanddraw	_ZN2dk13s_commanddrawE	dk::s_commanddraw	dk::COMMAND_DRAW *
003484a4	007e9af0	2.0	dk__s_commandSkip	_ZN2dk13s_commandSkipE	dk::s_commandSkip	bool
00348548	007e9b88	1.0	dk__reactionTable	_ZN2dk13reactionTableE	dk::reactionTable	int[2][6]
00348588	007431f8	3.0	vtbl__dk__COMMAND_DRAW	_ZTVN2dk12COMMAND_DRAWE	vtable for dk::COMMAND_DRAW	
003485a8	007431d8	3.0	vtbl__dk__COMMAND_ONE	_ZTVN2dk11COMMAND_ONEE	vtable for dk::COMMAND_ONE	
003485c8	007431b8	1.0	vtbl__dk__ReactionDecideSprite	_ZTVN2dk20ReactionDecideSpriteE	vtable for dk::ReactionDecideSprite	
003485fc	007ea054	3.0	dk__s_drawExec	_ZN2dk10s_drawExecE	dk::s_drawExec	bool
00348638	00a07bf8	4.0	dk__s_gauge	_ZN2dk7s_gaugeE	dk::s_gauge	dk::GAUGE
003486a0	007ea0e0	3.0	dk__s_image_3	_ZN2dk7s_imageE	dk::s_image	dk::SpriteImage *
003486a4	007ea0e4	3.0	dk__s_lockon	_ZN2dk8s_lockonE	dk::s_lockon	YS::CLASS_BLOCK<dk::LockOn, 9> *
003486a8	00744248	3.0	vtbl__dk__Sprite3D	_ZTVN2dk8Sprite3DE	vtable for dk::Sprite3D	
00348700	007ea060	3.0	dk__JumpEffect__sm_outExist	_ZN2dk10JumpEffect11sm_outExistE	dk::JumpEffect::sm_outExist	bool
00348704	00a08218	1.0	dk__JumpEffect__sm_effectType	_ZN2dk10JumpEffect13sm_effectTypeE	dk::JumpEffect::sm_effectType	u_int
00348710	00a09170	11.0	dk__	_ZN2dk37_GLOBAL__N__13_objcamera_cpp_81f22b8514s_playerCameraE	dk::(anonymous namespace)::s_playerCamera	dk::ObjCamera
00348800	007ea160	9.0	dk__Octree__s_drawTree	_ZN2dk6Octree10s_drawTreeE	dk::Octree::s_drawTree	dk::OctDrawFile *
00348804	007ea164	16.0	dk__Octree__s_collTree	_ZN2dk6Octree10s_collTreeE	dk::Octree::s_collTree	dk::OctCollFile *
00348808	007ea168	5.0	dk__Octree__s_cameraTree	_ZN2dk6Octree12s_cameraTreeE	dk::Octree::s_cameraTree	dk::OctCollFile *
0034880c	007ea16c	4.0	dk__Octree__s_colorTree	_ZN2dk6Octree11s_colorTreeE	dk::Octree::s_colorTree	dk::OctCollFile *
00348810	007ea170	3.0	dk__Octree__s_wallTree	_ZN2dk6Octree10s_wallTreeE	dk::Octree::s_wallTree	dk::OctCollFile *
00348814	007ea174	3.0	dk__Octree__s_moonTree	_ZN2dk6Octree10s_moonTreeE	dk::Octree::s_moonTree	dk::OctCollFile *
00348818	007ea17c	5.0	dk__Octree__s_drawMapModel	_ZN2dk6Octree14s_drawMapModelE	dk::Octree::s_drawMapModel	dk::DrawMapModel *
0034881c	00a094e0	2.0	dk__Octree__s_spotBlend	_ZN2dk6Octree11s_spotBlendE	dk::Octree::s_spotBlend	BOOL_1
0034881e	00a094e2	2.0	dk__Octree__s_skipAll	_ZN2dk6Octree9s_skipAllE	dk::Octree::s_skipAll	BOOL_1
0034881f	007ea178	2.0	dk__Octree__s_wallClip	_ZN2dk6Octree10s_wallClipE	dk::Octree::s_wallClip	BOOL_1
00348d68	0090629c	5.0	dk__Area__	_ZN2dk4Area31_GLOBAL__N__8_area_cpp_018a842e9s_mapfileE	dk::Area::(anonymous namespace)::s_mapfile	dk::MapFile
00349268	00a08ab0	3.0	dk__LoopDemo__	_ZN2dk8LoopDemo36_GLOBAL__N__12_loopdemo_cpp_f948158f10s_loopDemoE	dk::LoopDemo::(anonymous namespace)::s_loopDemo	bool
0034926b	00a0a670	2.0	dk__SoftReset__	_ZN2dk9SoftReset37_GLOBAL__N__13_softreset_cpp_ce26954114s_resetDisableE	dk::SoftReset::(anonymous namespace)::s_resetDisable	bool
00349270	00a0bb50	4.0	dk__Blur__s_ft4	_ZN2dk4Blur5s_ft4E	dk::Blur::s_ft4	dk::Ft4
00349398	00a0bc78	2.0	dk__Blur__s_blurFrameCounter	_ZN2dk4Blur18s_blurFrameCounterE	dk::Blur::s_blurFrameCounter	float
0034939c	00a0bc7c	3.0	dk__Blur__s_blurFlag	_ZN2dk4Blur10s_blurFlagE	dk::Blur::s_blurFlag	BOOL_1
0034939d	00a0bc7d	3.0	dk__Blur__s_blurType	_ZN2dk4Blur10s_blurTypeE	dk::Blur::s_blurType	BOOL_1
0034939e	007ea6a8	1.0	LS_37_first	LS.37.first	LS.37.first	
003493a0	00907020	1.0	dk___2	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a9s_allFadeE	dk::(anonymous namespace)::s_allFade	dk::Fade
003494b0	00907130	2.0	dk___3	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a8s_3DFadeE	dk::(anonymous namespace)::s_3DFade	dk::Fade
003495c0	00907240	3.0	dk___4	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a15s_3DwideMaskTopE	dk::(anonymous namespace)::s_3DwideMaskTop	dk::Fade
003496d0	00907350	3.0	dk___5	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a18s_3DwideMaskBottomE	dk::(anonymous namespace)::s_3DwideMaskBottom	dk::Fade
003497e0	00907460	3.0	dk___6	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a13s_wideMaskTopE	dk::(anonymous namespace)::s_wideMaskTop	dk::Fade
003498f0	00907570	3.0	dk___7	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a16s_wideMaskBottomE	dk::(anonymous namespace)::s_wideMaskBottom	dk::Fade
00349a00	00907680	2.0	dk___8	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a16s_wideMaskBeforeE	dk::(anonymous namespace)::s_wideMaskBefore	dk::Fade
00349b10	00907790	2.0	dk___9	_ZN2dk31_GLOBAL__N__8_fade_cpp_65b4a55a16s_allFadeDisableE	dk::(anonymous namespace)::s_allFadeDisable	bool
00349dec	00a0ac2c	2.0	dk___10	_ZN2dk32_GLOBAL__N__9_timer_cpp_2289f6ee15s_updateDisableE	dk::(anonymous namespace)::s_updateDisable	volatile u_int
00349df0	00a0ac30	2.0	dk___11	_ZN2dk32_GLOBAL__N__9_timer_cpp_2289f6ee11s_startTimeE	dk::(anonymous namespace)::s_startTime	int
00349e00	00a0ac40	3.0	dk___12	_ZN2dk32_GLOBAL__N__9_timer_cpp_2289f6ee8s_upDownE	dk::(anonymous namespace)::s_upDown	bool
00349e04	00a0ad68	1.0	dk__Vsync__s_vCount	_ZN2dk5Vsync8s_vCountE	dk::Vsync::s_vCount	volatile u_int
00349e08	00a0ad6c	1.0	dk__Vsync__s_localVCount	_ZN2dk5Vsync13s_localVCountE	dk::Vsync::s_localVCount	volatile u_int
00349e1c	00a0ad80	4.0	dk__Vsync__s_limit	_ZN2dk5Vsync7s_limitE	dk::Vsync::s_limit	u_int
00349e20	007ea678	3.0	dk__Vsync__s_frameType	_ZN2dk5Vsync11s_frameTypeE	dk::Vsync::s_frameType	BOOL_1
00349f00	00a07db0	2.0	dk__Dbuf__s_dbuf	_ZN2dk4Dbuf6s_dbufE	dk::Dbuf::s_dbuf	dk::Dbuf
0034a3e0	00a07fa0	2.0	dk___13	_ZN2dk32_GLOBAL__N__9_gdbuf_cpp_1a438d0123s_clearDrawFrameDisableE	dk::(anonymous namespace)::s_clearDrawFrameDisable	bool
0034a400	00a09ff0	3.0	dk__s_count	_ZN2dk7s_countE	dk::s_count	int
0034a408	00a09ff4	3.0	dk__s_buff	_ZN2dk6s_buffE	dk::s_buff	int[8]
0034a428	007ea7bc	3.0	dk__s_timer	_ZN2dk7s_timerE	dk::s_timer	dk::TIMER *
0034a42c	007ea7c0	3.0	dk__s_informationWindow	_ZN2dk19s_informationWindowE	dk::s_informationWindow	dk::INFORMATION_WINDOW *
0034a430	007ea7c4	2.0	dk__s_next_exp	_ZN2dk10s_next_expE	dk::s_next_exp	dk::NEXT_EXP *
0034a434	007ea7c8	2.0	dk__s_get_munny	_ZN2dk11s_get_munnyE	dk::s_get_munny	dk::GET_MUNNY *
0034a4f0	007ebca8	1.0	dk__numberTable	_ZN2dk11numberTableE	dk::numberTable	int[10]
0034a518	007ebcd0	1.0	dk__numberSubTable	_ZN2dk14numberSubTableE	dk::numberSubTable	int[10]
0034a540	00744f50	2.0	vtbl__dk__COUNTER	_ZTVN2dk7COUNTERE	vtable for dk::COUNTER	
0034a560	00744d10	2.0	vtbl__dk__INFORMATION_WINDOW	_ZTVN2dk18INFORMATION_WINDOWE	vtable for dk::INFORMATION_WINDOW	
0034a580	007ebc80	1.0	dk__numberTable_2	_ZN2dk11numberTableE	dk::numberTable	int[10]
0034a5a8	00744e78	2.0	vtbl__dk__TIMER	_ZTVN2dk5TIMERE	vtable for dk::TIMER	
0034a5c8	00744d30	2.0	vtbl__dk__MISSION_GAUGE	_ZTVN2dk13MISSION_GAUGEE	vtable for dk::MISSION_GAUGE	
0034a610	00744f70	2.0	vtbl__dk__GET_MUNNY	_ZTVN2dk9GET_MUNNYE	vtable for dk::GET_MUNNY	
0034a658	00744d50	2.0	vtbl__dk__NEXT_EXP	_ZTVN2dk8NEXT_EXPE	vtable for dk::NEXT_EXP	
0034a6f0	007ea0dc	5.0	dk__s_info_2	_ZN2dk6s_infoE	dk::s_info	dk::LEVELUP_INFO *
0034a718	007438c8	1.0	vtbl__dk__LEVEL_UP_SUMMON	_ZTVN2dk15LEVEL_UP_SUMMONE	vtable for dk::LEVEL_UP_SUMMON	
0034a738	007438a8	1.0	vtbl__dk__LEVEL_UP_FORM	_ZTVN2dk13LEVEL_UP_FORME	vtable for dk::LEVEL_UP_FORM	
0034a758	00743888	1.0	vtbl__dk__LEVEL_UP	_ZTVN2dk8LEVEL_UPE	vtable for dk::LEVEL_UP	
0034a918	00744880	1.0	vtbl__dk__GAUGE_ENEMY	_ZTVN2dk11GAUGE_ENEMYE	vtable for dk::GAUGE_ENEMY	
0034a990	00a0a420	2.0	dk__ScopeCamera__s_obj	_ZN2dk11ScopeCamera5s_objE	dk::ScopeCamera::s_obj	YS::OBJ *
0034a9a0	00a0a430	3.0	dk__ScopeCamera__s_targetPos	_ZN2dk11ScopeCamera11s_targetPosE	dk::ScopeCamera::s_targetPos	kn::FVector
0034a9b0	00a0c340	2.0	dk__DangleCamera__s_headPos	_ZN2dk12DangleCamera9s_headPosE	dk::DangleCamera::s_headPos	kn::FVector
0034a9e8	00a0c378	2.0	dk__DangleCamera__s_startTrigger	_ZN2dk12DangleCamera14s_startTriggerE	dk::DangleCamera::s_startTrigger	BOOL_1
0034a9f0	00a0a250	6.0	dk__ReactionCamera__s_activeTarget	_ZN2dk14ReactionCamera14s_activeTargetE	dk::ReactionCamera::s_activeTarget	YS::TARGET
0034aa18	00a0a8ec	6.0	dk__TalkCamera__s_activeTarget	_ZN2dk10TalkCamera14s_activeTargetE	dk::TalkCamera::s_activeTarget	YS::TARGET
0034aa70	00a0aa50	5.0	dk__TargetCamera__s_activeTarget	_ZN2dk12TargetCamera14s_activeTargetE	dk::TargetCamera::s_activeTarget	YS::TARGET
0034aa90	007e964c	3.0	dk__s_blindCollision	_ZN2dk16s_blindCollisionE	dk::s_blindCollision	YS::COLLISION *
0034aa94	007e9650	1.0	dk__s_max	_ZN2dk5s_maxE	dk::s_max	int
0034aa98	007e9634	1.0	dk__s_counter	_ZN2dk9s_counterE	dk::s_counter	int
0034aa9c	007e9638	2.0	dk__s_disableReason	_ZN2dk15s_disableReasonE	dk::s_disableReason	dk::BILLBOARD_DISABLE_REASON *
0034aaa0	007e963c	3.0	dk__s_guide	_ZN2dk7s_guideE	dk::s_guide	dk::BILLBOARD_GUIDE *
0034aaa4	007e9640	2.0	dk__s_place	_ZN2dk7s_placeE	dk::s_place	dk::BILLBOARD_PLACE *
0034aaa8	007e9644	2.0	dk__s_placeM	_ZN2dk8s_placeME	dk::s_placeM	dk::BILLBOARD_PLACE_M *
0034aaac	007e9648	1.0	dk__s_mapfile	_ZN2dk9s_mapfileE	dk::s_mapfile	dk::MapFile *
0034aab0	007430c8	1.0	vtbl__dk__BILLBOARD_PLACE_M	_ZTVN2dk17BILLBOARD_PLACE_ME	vtable for dk::BILLBOARD_PLACE_M	
0034aad0	007430a8	3.0	vtbl__dk__BILLBOARD_PLACE	_ZTVN2dk15BILLBOARD_PLACEE	vtable for dk::BILLBOARD_PLACE	
0034aaf0	00743088	1.0	vtbl__dk__BILLBOARD_DISABLE_REASON	_ZTVN2dk24BILLBOARD_DISABLE_REASONE	vtable for dk::BILLBOARD_DISABLE_REASON	
0034ab78	00744838	3.0	vtbl__dk__Exp	_ZTVN2dk3ExpE	vtable for dk::Exp	
0034ae80	007ea41c	3.0	dk__s_radar	_ZN2dk7s_radarE	dk::s_radar	dk::Radar *
0034af24	00a093a0	2.0	dk__ObjEntry__m_bopNum	_ZN2dk8ObjEntry8m_bopNumE	dk::ObjEntry::m_bopNum	int
0034af28	00a093a4	2.0	dk__ObjEntry__m_offset	_ZN2dk8ObjEntry8m_offsetE	dk::ObjEntry::m_offset	int
0034af30	00a093a8	3.0	dk__ObjEntry__m_createFlag	_ZN2dk8ObjEntry12m_createFlagE	dk::ObjEntry::m_createFlag	ULONGLONG
0034af38	007ea6d0	2.0	dk__s_interpolate	_ZN2dk13s_interpolateE	dk::s_interpolate	bool
0034af40	00a082c0	4.0	dk__KeyHoleJumpEffect__s_image	_ZN2dk17KeyHoleJumpEffect7s_imageE	dk::KeyHoleJumpEffect::s_image	YI::IMAGE
0034b0e0	00a083a0	10.0	dk__KeyHoleJumpEffect__s_sequence	_ZN2dk17KeyHoleJumpEffect10s_sequenceE	dk::KeyHoleJumpEffect::s_sequence	YI::SEQUENCE
0034b240	007ea058	5.0	dk__s_glow	_ZN2dk6s_glowE	dk::s_glow	dk::Glow *
0034c6f0	00a08ac0	8.0	dk__Map__pax	_ZN2dk3Map3paxE	dk::Map::pax	ryj::PAX
0034c70c	00a08adc	10.0	dk__Map__paxInit	_ZN2dk3Map7paxInitE	dk::Map::paxInit	bool
0034c70d	00a08add	1.0	dk__Map__s_changeColorDisable	_ZN2dk3Map20s_changeColorDisableE	dk::Map::s_changeColorDisable	bool
0034c710	00a08ae0	8.0	dk__Map__s_groupOnBit	_ZN2dk3Map12s_groupOnBitE	dk::Map::s_groupOnBit	ULONGLONG
