ee_addr	ppc_addr	tier	mangled	demangled	c_ident	params	locals
002922e0	00325238	sim-low	_ZN2Tz8ItemStat8CalcElemERiiiiPKN2YS5SHEETE	Tz::ItemStat::CalcElem(int&, int, int, int, YS::SHEET const*)	Tz__ItemStat__CalcElem	int & num, int old_item, int new_item, int elem, const YS::SHEET * sheet	const YS::ITEM_PARAM * old_param; const YS::ITEM_PARAM * new_param; int i; int item; int ratio; int old; int type; int wk; bool change
00292568	00368308	seed	_ZN2Tz8LoadData7RequestEPKcib	Tz::LoadData::Request(char const*, int, bool)	Tz__LoadData__Request	const char * fname, int pri, bool listmode	void * return_addr
002925c0	003683e8	high	_ZN2Tz8LoadData5FlushEv	Tz::LoadData::Flush()	Tz__LoadData__Flush		TASK * task
00292608	003682a0	seed	_ZN2Tz8LoadData9FlushTaskEP4TASK	Tz::LoadData::FlushTask(TASK*)	Tz__LoadData__FlushTask	TASK * task	
00292620	003682c4	med	_ZN2Tz8LoadData9FinalizerEP4TASK	Tz::LoadData::Finalizer(TASK*)	Tz__LoadData__Finalizer	TASK * task	
00292630	0036843c	high	_ZN2Tz8LoadData10isFlushingEv	Tz::LoadData::isFlushing()	Tz__LoadData__isFlushing		bool stat
00292690	003682e4	seed	_ZN2Tz8LoadData5ClearEi	Tz::LoadData::Clear(int)	Tz__LoadData__Clear	int pri	
002926a8	003684c0	seed	_ZN2Tz8LoadData10CacheAllocEPKc	Tz::LoadData::CacheAlloc(char const*)	Tz__LoadData__CacheAlloc	const char * fname	
002926c0	00388078	sim-high	_ZN2Tz8UnitLoad4InitEi	Tz::UnitLoad::Init(int)	Tz__UnitLoad__Init	int type	void * return_addr; void * return_addr
002927b8	0038827c	sim-high	_ZN2Tz8UnitLoad4ExitEv	Tz::UnitLoad::Exit()	Tz__UnitLoad__Exit		int i
00292a90	00388758	sim-sib-med	_ZN2Tz8UnitLoad6isLoadEi	Tz::UnitLoad::isLoad(int)	Tz__UnitLoad__isLoad	int num	int i; bool stat; void * return_addr
00292eb0	00387ea8	sim-low	_ZN2Tz8UnitLoad12ReadCallbackEPvjS1_	Tz::UnitLoad::ReadCallback(void*, unsigned int, void*)	Tz__UnitLoad__ReadCallback	void * addr, size_t size, void * arg	Tz::FileInfo * info
00292f18	00387c2c	med	_ZN2Tz8UnitLoad12BackReadItemEv	Tz::UnitLoad::BackReadItem()	Tz__UnitLoad__BackReadItem		char[32] fname; int pos; int num
00292fe8	0038787c	sim-med	_ZN2Tz8UnitLoad12BackReadFaceEv	Tz::UnitLoad::BackReadFace()	Tz__UnitLoad__BackReadFace		int num; int pos; int offset; int size; char * p; void * return_addr; void * return_addr
00293148	003890f0	med	_ZN2Tz8UnitLoad7GetAddrEi	Tz::UnitLoad::GetAddr(int)	Tz__UnitLoad__GetAddr	int num	int i
002931a8	00389174	sim-sib-med	_ZN2Tz8UnitLoad8SetFnameEPKc	Tz::UnitLoad::SetFname(char const*)	Tz__UnitLoad__SetFname	const char * fname	void * return_addr; void * return_addr
00293200	00387e58	seed	_ZN2Tz8UnitLoad9isReadingEv	Tz::UnitLoad::isReading()	Tz__UnitLoad__isReading		
00293240	0038a5f8	sim-high	_ZN2Tz9ChgWeapon4InitEv	Tz::ChgWeapon::Init()	Tz__ChgWeapon__Init		int i
002932f8	0038a6d0	sim-med	_ZN2Tz9ChgWeapon4ExitEv	Tz::ChgWeapon::Exit()	Tz__ChgWeapon__Exit		
002933b8	0038a5ac	med	_ZN2Tz9ChgWeapon16LoadWeaponThreadEP4TASK	Tz::ChgWeapon::LoadWeaponThread(TASK*)	Tz__ChgWeapon__LoadWeaponThread	TASK * task	
002933d8	0038a740	sim-low	_ZN2Tz9ChgWeapon3SetEiiiPNS0_4InfoE	Tz::ChgWeapon::Set(int, int, int, Tz::ChgWeapon::Info*)	Tz__ChgWeapon__Set	int part, int hand, int item, Tz::ChgWeapon::Info * buff	int i; int pos; void * return_addr
00293500	0038a99c	med	_ZN2Tz9ChgWeapon6SetOrgEiii	Tz::ChgWeapon::SetOrg(int, int, int)	Tz__ChgWeapon__SetOrg	int part, int hand, int item	
00293520	0038a9c4	high	_ZN2Tz9ChgWeapon6UpdateEv	Tz::ChgWeapon::Update()	Tz__ChgWeapon__Update		int i; int j; int friend3; int find
00293668	0038abe4	med	_ZN2Tz9ChgWeapon7isExistEv	Tz::ChgWeapon::isExist()	Tz__ChgWeapon__isExist		int i; bool rtn
002936d8	0038ac78	sim-sib-med	_ZN2Tz9ChgWeapon8SetPauseEv	Tz::ChgWeapon::SetPause()	Tz__ChgWeapon__SetPause		
002936e8	0038a5e8	med	_ZN2Tz9ChgWeapon10ResetPauseEv	Tz::ChgWeapon::ResetPause()	Tz__ChgWeapon__ResetPause		
002936f8	0038ac88	med	_ZN2Tz9ChgWeapon7isPauseEv	Tz::ChgWeapon::isPause()	Tz__ChgWeapon__isPause		
00293708	0038982c	med	_ZN2Tz9ChgMember4InitEv	Tz::ChgMember::Init()	Tz__ChgMember__Init		
00293780	003898dc	sim-med	_ZN2Tz9ChgMember4ExitEv	Tz::ChgMember::Exit()	Tz__ChgMember__Exit		
00293848	00389630	med	_ZN2Tz9ChgMember10LoadThreadEP4TASK	Tz::ChgMember::LoadThread(TASK*)	Tz__ChgMember__LoadThread	TASK * task	int i; int id; YS::MEMBER * member
002938e0	00389a6c	seed	_ZN2Tz9ChgMember10isLoadExecEv	Tz::ChgMember::isLoadExec()	Tz__ChgMember__isLoadExec		
002938f0	00389928	seed	_ZN2Tz9ChgMember12isLoadFinishEv	Tz::ChgMember::isLoadFinish()	Tz__ChgMember__isLoadFinish		
00293948	00389a84	med	_ZN2Tz9ChgMember15ChkChangeMemberEv	Tz::ChgMember::ChkChangeMember()	Tz__ChgMember__ChkChangeMember		YS::MEMBER * member; int i; int num; void * return_addr; TASK * task; int id; void * return_addr
00293b08	003896d4	high	_ZN2Tz9ChgMember18ChangeMemberThreadEP4TASK	Tz::ChgMember::ChangeMemberThread(TASK*)	Tz__ChgMember__ChangeMemberThread	TASK * task	YS::CHANGEIN changein; void * return_addr
00293b70	00389e70	seed	_ZN2Tz9ChgMember18isExecChangeMemberEv	Tz::ChgMember::isExecChangeMember()	Tz__ChgMember__isExecChangeMember		bool stat
00293ba0	00389ea8	med	_ZN2Tz9ChgMember10isInitInfoEv	Tz::ChgMember::isInitInfo()	Tz__ChgMember__isInitInfo		
00293bb0	00389ec0	med	_ZN2Tz9ChgMember11SetInitInfoEv	Tz::ChgMember::SetInitInfo()	Tz__ChgMember__SetInitInfo		
00293bc0	00389ed0	seed	_ZN2Tz9ChgMember9GetMemberEv	Tz::ChgMember::GetMember()	Tz__ChgMember__GetMember		
00293bd0	00336590	high	_ZN2Tz6JMData11LoadRequestEiPKcb	Tz::JMData::LoadRequest(int, char const*, bool)	Tz__JMData__LoadRequest	int num, const char * str, bool listmode	char[128] fname; void * return_addr; void * return_addr
00293c40	003366ec	seed	_ZN2Tz6JMData14LoadObjRequestEib	Tz::JMData::LoadObjRequest(int, bool)	Tz__JMData__LoadObjRequest	int id, bool monochrome	void * return_addr; const YS::OBJENTRY * entry
00293cb8	003362d8	sim-rerun2-high	_ZN2Tz6JMData9MakeFnameEPciPKc	Tz::JMData::MakeFname(char*, int, char const*)	Tz__JMData__MakeFname	char * buff, int num, const char * str	void * return_addr; void * return_addr; void * return_addr; void * return_addr
00293d80	003367ec	seed	_ZN2Tz6JMData5ClearEi	Tz::JMData::Clear(int)	Tz__JMData__Clear	int pri	int wk
00293da0	0033681c	seed	_ZN2Tz6JMData7DestroyEi	Tz::JMData::Destroy(int)	Tz__JMData__Destroy	int pri	int wk
00293db8	00336840	seed	_ZN2Tz6JMData10CacheAllocEiPKc	Tz::JMData::CacheAlloc(int, char const*)	Tz__JMData__CacheAlloc	int num, const char * str	char[128] fname; void * return_addr
00293e00	00340258	high	_ZN2Tz6JmInfo4InitEP9ALLOCATOR	Tz::JmInfo::Init(ALLOCATOR*)	Tz__JmInfo__Init	ALLOCATOR * allocator	void * return_addr
00293eb0	00340444	seed	_ZN2Tz6JmInfo4ExitEv	Tz::JmInfo::Exit()	Tz__JmInfo__Exit		
00293fb0	00340500	seed	_ZN2Tz6JmInfo6isInitEv	Tz::JmInfo::isInit()	Tz__JmInfo__isInit		
00293fc0	00340518	high	_ZN2Tz6JmInfo11SetLeadDataEv	Tz::JmInfo::SetLeadData()	Tz__JmInfo__SetLeadData		void * file; void * return_addr; void * return_addr
00294000	00340648	seed	_ZN2Tz6JmInfo7GetDataEi	Tz::JmInfo::GetData(int)	Tz__JmInfo__GetData	int num	int * p; int id; int ver; int wk; void * return_addr; void * return_addr
00294020	00347214	sim-low	_ZN2Tz9JmNewInfo10isAlbumNewEii	Tz::JmNewInfo::isAlbumNew(int, int)	Tz__JmNewInfo__isAlbumNew	int world, int id	bool stat; int i; int idx; const (anonymous namespace)::JmAlbumDataHead * head; void * return_addr; void * return_addr
002941a8	00340908	seed	_ZN2Tz6JmInfo11isWorldOpenEPKNS_15JmWorldDataInfoE	Tz::JmInfo::isWorldOpen(Tz::JmWorldDataInfo const*)	Tz__JmInfo__isWorldOpen	const Tz::JmWorldDataInfo * info	bool stat
002941d8	0034098c	seed	_ZN2Tz6JmInfo14isWorldChgNameEPKNS_15JmWorldDataInfoE	Tz::JmInfo::isWorldChgName(Tz::JmWorldDataInfo const*)	Tz__JmInfo__isWorldChgName	const Tz::JmWorldDataInfo * info	bool stat
00294208	00340b30	sim-med	_ZN2Tz6JmInfo11GetStoryLogEiRiS1_	Tz::JmInfo::GetStoryLog(int, int&, int&)	Tz__JmInfo__GetStoryLog	int world, int & log, int & next	const (anonymous namespace)::JmStoryDataHead * head; const Tz::JmStoryDataInfo * info; const char * p; int i
00294268	00340ad4	seed	_ZN2Tz6JmInfo13isEnableStoryEPKNS_15JmStoryDataInfoE	Tz::JmInfo::isEnableStory(Tz::JmStoryDataInfo const*)	Tz__JmInfo__isEnableStory	const Tz::JmStoryDataInfo * info	bool stat
00294288	003447b4	med	_ZN2Tz9JmNewInfo10CheckStoryEv	Tz::JmNewInfo::CheckStory()	Tz__JmNewInfo__CheckStory		const (anonymous namespace)::JmStoryDataHead * head; const Tz::JmStoryDataInfo * info; char * p; int i; int cnt; int world; Tz::MenuSramJiminy * sram
00294348	00340c98	seed	_ZN2Tz6JmInfo13isEnableAlbumEPKNS_15JmAlbumDataInfoE	Tz::JmInfo::isEnableAlbum(Tz::JmAlbumDataInfo const*)	Tz__JmInfo__isEnableAlbum	const Tz::JmAlbumDataInfo * info	bool stat
00294368	00340d78	seed	_ZN2Tz6JmInfo12GetDefeatCntEPKNS_15JmCharaDataInfoE	Tz::JmInfo::GetDefeatCnt(Tz::JmCharaDataInfo const*)	Tz__JmInfo__GetDefeatCnt	const Tz::JmCharaDataInfo * info	int obj; int part; int cnt
002943e8	00341448	seed	_ZN2Tz6JmInfo11isHaveAnsemEPKNS_15JmAnsemDataInfoE	Tz::JmInfo::isHaveAnsem(Tz::JmAnsemDataInfo const*)	Tz__JmInfo__isHaveAnsem	const Tz::JmAnsemDataInfo * info	bool stat
00294408	003414a0	sim-rerun-med	_ZN2Tz6JmInfo15isEnableDiagramEPKNS_17JmDiagramDataInfoE	Tz::JmInfo::isEnableDiagram(Tz::JmDiagramDataInfo const*)	Tz__JmInfo__isEnableDiagram	const Tz::JmDiagramDataInfo * info	bool stat
00294480	00340cf4	sim-rerun-med	_ZN2Tz6JmInfo20isEnableDiagramCharaEPKNS_17JmDiagramDataInfoE	Tz::JmInfo::isEnableDiagramChara(Tz::JmDiagramDataInfo const*)	Tz__JmInfo__isEnableDiagramChara	const Tz::JmDiagramDataInfo * info	bool stat
002944d0	00341564	seed	_ZN2Tz6JmInfo13isEnableLimitEPKNS_15JmLimitDataInfoE	Tz::JmInfo::isEnableLimit(Tz::JmLimitDataInfo const*)	Tz__JmInfo__isEnableLimit	const Tz::JmLimitDataInfo * info	bool stat; const YS::LIMIT_TABLE * table; void * return_addr
002945a0	00362bfc	med	_ZN2Tz10JmWorldSel10FadeOutAllEv	Tz::JmWorldSel::FadeOutAll()	Tz__JmWorldSel__FadeOutAll		
002945e8	00362c94	high	_ZN2Tz10JmWorldSel5SetupEv	Tz::JmWorldSel::Setup()	Tz__JmWorldSel__Setup		const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; short[2][4] sel_seq; int i; int j; int max; int cnt; int world; int l_num; int r_num; int pri; int wk; char * p; bool stat; dk::Sprite * parent; dk::Sprite * sprt; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; Tz::MenuItem * item; u_int button; void * return_addr; void * return_addr
00294998	00361f08	med	_ZN2Tz10JmWorldSel17AdjustSelectorPosEv	Tz::JmWorldSel::AdjustSelectorPos()	Tz__JmWorldSel__AdjustSelectorPos		int i; int j; int max; int ex; int cr; int x; int y; int x_max; int y_max; int pos
00294b80	003632c8	med	_ZN2Tz10JmWorldSel7ControlEv	Tz::JmWorldSel::Control()	Tz__JmWorldSel__Control		int sel; int se; int smode; int mode; int l_num; int r_num; int wk; int anim
00294e48	00362134	high	_ZN2Tz10JmWorldSel9FileAllocEv	Tz::JmWorldSel::FileAlloc()	Tz__JmWorldSel__FileAlloc		void * return_addr; void * return_addr; void * return_addr; void * file
00294ea8	00362c00	sim-med	_ZN2Tz10JmWorldSel8LeaveAllEv	Tz::JmWorldSel::LeaveAll()	Tz__JmWorldSel__LeaveAll		int mode
00294f78	003622e0	med	_ZN2Tz10JmWorldSel9CreateGraEb	Tz::JmWorldSel::CreateGra(bool)	Tz__JmWorldSel__CreateGra	bool delay	const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; int i; int pri; int max; int world; int cnt; int num; int next; bool stat; char * p; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; void * sqd; u_char * img; void * return_addr; void * return_addr
00295158	00362640	high	_ZN2Tz10JmWorldSel10GetCur2IdxEi	Tz::JmWorldSel::GetCur2Idx(int)	Tz__JmWorldSel__GetCur2Idx	int pos	const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; char * p; int i; int cnt; int idx; void * return_addr
00295270	00362908	sim-med	_ZN2Tz10JmWorldSel15UpdateWorldNameEv	Tz::JmWorldSel::UpdateWorldName()	Tz__JmWorldSel__UpdateWorldName		int pos; int num; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; char * p
002952f8	00362790	med	_ZN2Tz10JmWorldSel12GetId2CurPosEi	Tz::JmWorldSel::GetId2CurPos(int)	Tz__JmWorldSel__GetId2CurPos	int id	const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; char * p; int i; int cnt; int pos; void * return_addr
002953c8	00363770	high	_ZN2Tz10JmWorldSel10GetId2InfoEi	Tz::JmWorldSel::GetId2Info(int)	Tz__JmWorldSel__GetId2Info	int id	const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; char * p; int i; void * return_addr
00295430	00363864	high	_ZN2Tz10JmWorldSel15GetId2WorldNameEib	Tz::JmWorldSel::GetId2WorldName(int, bool)	Tz__JmWorldSel__GetId2WorldName	int id, bool ev	const Tz::JmWorldDataHead * head; const Tz::JmWorldDataInfo * info; char * p; int i; int idx; int num; void * return_addr
002954e0	003639e4	seed	_ZN2Tz10JmWorldSel11isWorldOpenEi	Tz::JmWorldSel::isWorldOpen(int)	Tz__JmWorldSel__isWorldOpen	int id	
002955a8	00363a0c	sim-high	_ZN2Tz10JmWorldSel10DrawUpdateEPNS_6SelectEii	Tz::JmWorldSel::DrawUpdate(Tz::Select*, int, int)	Tz__JmWorldSel__DrawUpdate	Tz::Select * sel, int mode, int cur_num	
002956c0	00362a28	seed	_ZN2Tz10JmWorldSel8SelCheckEi	Tz::JmWorldSel::SelCheck(int)	Tz__JmWorldSel__SelCheck	int num	bool rtn; int mode; int l_num; int r_num; int sel; int world
00295860	00358650	med	_ZN2Tz8JmReport10FadeOutAllEv	Tz::JmReport::FadeOutAll()	Tz__JmReport__FadeOutAll		
002958b0	003586f0	high	_ZN2Tz8JmReport5SetupEv	Tz::JmReport::Setup()	Tz__JmReport__Setup		short[2][4] sel_seq; int i; int j; int l_num; int r_num; int pri; int cr; int wk; dk::Sprite * parent; dk::Sprite * sprt; Tz::Jiminy::SeqTbl * seqtbl; Tz::MenuItem * item; u_int button
00295d28	003578f0	med	_ZN2Tz8JmReport12SetupSelMessEv	Tz::JmReport::SetupSelMess()	Tz__JmReport__SetupSelMess		Tz::Jiminy::SeqTbl * seqtbl; int i; int max; int cnt; int num; int wk; bool enable; bool is_new; bool is_hist; bool is_comp
00296168	00358d54	med	_ZN2Tz8JmReport7ControlEv	Tz::JmReport::Control()	Tz__JmReport__Control		int sel; int se; int smode; int mode; int l_num; int r_num; int wk; int anim; int next
00296588	00359354	med	_ZN2Tz8JmReport10SetupRoxasEv	Tz::JmReport::SetupRoxas()	Tz__JmReport__SetupRoxas		short[4] sel_seq; int i; int pri; dk::SpriteMessage * mess; dk::Sprite * parent; Tz::Jiminy::SeqTbl * seqtbl
002968d8	003597e4	sim-high	_ZN2Tz8JmReport12ControlRoxasEv	Tz::JmReport::ControlRoxas()	Tz__JmReport__ControlRoxas		int sel; int se; int smode
002969e0	00357e64	med	_ZN2Tz8JmReport9FileAllocEv	Tz::JmReport::FileAlloc()	Tz__JmReport__FileAlloc		void * return_addr; void * return_addr; void * return_addr; int world; const char * name; void * file
00296ab0	00358654	sim-high	_ZN2Tz8JmReport8LeaveAllEv	Tz::JmReport::LeaveAll()	Tz__JmReport__LeaveAll		int mode
00296b80	0035808c	high	_ZN2Tz8JmReport9CreateGraEb	Tz::JmReport::CreateGra(bool)	Tz__JmReport__CreateGra	bool delay	int i; int x; int y; int pri; int wk; int num; int next; void * sqd; u_char * img; Tz::Jiminy::SeqTbl * seqtbl
00296da8	003582ec	high	_ZN2Tz8JmReport13PadSel2SelNumEi	Tz::JmReport::PadSel2SelNum(int)	Tz__JmReport__PadSel2SelNum	int sel	int i; int max; int[9] tbl; void * return_addr; void * return_addr
00296ea8	002f35ac	seed	_ZN2Tz6Jiminy12DrawSelectorEPNS_6SelectEii	Tz::Jiminy::DrawSelector(Tz::Select*, int, int)	Tz__Jiminy__DrawSelector	Tz::Select * sel, int mode, int cur_num	int pos
00296ed0	003599a4	seed	_ZN2Tz8JmReport10DrawUpdateEPNS_6SelectEii	Tz::JmReport::DrawUpdate(Tz::Select*, int, int)	Tz__JmReport__DrawUpdate	Tz::Select * sel, int mode, int cur_num	
00296f70	003584cc	med	_ZN2Tz8JmReport8SelCheckEi	Tz::JmReport::SelCheck(int)	Tz__JmReport__SelCheck	int num	bool rtn; int mode; int l_num; int r_num; int sel
00296fa0	0035a884	seed	_ZN2Tz7JmStory4InitEv	Tz::JmStory::Init()	Tz__JmStory__Init		
00296fd0	0035a8bc	sim-med	_ZN2Tz7JmStory4ExitEv	Tz::JmStory::Exit()	Tz__JmStory__Exit		
00297008	0035a8fc	med	_ZN2Tz7JmStory10FadeOutAllEv	Tz::JmStory::FadeOutAll()	Tz__JmStory__FadeOutAll		
00297010	0035a900	seed	_ZN2Tz7JmStory8LeaveAllEv	Tz::JmStory::LeaveAll()	Tz__JmStory__LeaveAll		int mode
00297050	0035a940	med	_ZN2Tz7JmStory5SetupEv	Tz::JmStory::Setup()	Tz__JmStory__Setup		short[2][4] sel_seq; int i; int j; int pri; int cnt; int wk; int top; int max; int cr; dk::Sprite * parent; dk::Sprite * sprt; Tz::Jiminy::SeqTbl * seqtbl; void * sqd; YI::IMAGE * img
00297478	0035a0ec	med	_ZN2Tz7JmStory12GetStoryInfoEv	Tz::JmStory::GetStoryInfo()	Tz__JmStory__GetStoryInfo		const Tz::JmStoryDataHead * head; const Tz::JmStoryDataInfo * info; char * p; int i; int cnt; int size; int cr; int wk; Tz::Jiminy::SeqTbl * seqtbl; const YS::FONT * font
00297630	0035ae90	med	_ZN2Tz7JmStory7ControlEv	Tz::JmStory::Control()	Tz__JmStory__Control		int sel; int se; int smode; int mode
00297878	0035b18c	med	_ZN2Tz7JmStory10DrawUpdateEPNS_6SelectEii	Tz::JmStory::DrawUpdate(Tz::Select*, int, int)	Tz__JmStory__DrawUpdate	Tz::Select * sel, int mode, int cur_num	int top
002978f0	0035a360	high	_ZN2Tz7JmStory8DrawMessEiijjPN2dk13SpriteMessageE	Tz::JmStory::DrawMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)	Tz__JmStory__DrawMess	int active_x, int active_y, u_int color, u_int p_color, dk::SpriteMessage * mess	int i; int pos; int x; int y; int cr; int size; int top; int wk; int y_limit; int line_space; u_int mess_color; Tz::Jiminy::SeqTbl * seqtbl; const YS::FONT * font; void * return_addr; YS::MESSAGEDRAW msgdraw
00297b30	0035a680	high	_ZN2Tz7JmStory13UpdateNewMarkEv	Tz::JmStory::UpdateNewMark()	Tz__JmStory__UpdateNewMark		int i; int pos; int top; int wk; int draw_pos; int num; int idx; int world; dk::Sprite * sprt; Tz::Jiminy::SeqTbl * seqtbl
00297cf8	0032806c	sim-high	_ZN2Tz7JmAlbum4InitEv	Tz::JmAlbum::Init()	Tz__JmAlbum__Init		
00297d78	00328120	sim-sandwich	_ZN2Tz7JmAlbum4ExitEv	Tz::JmAlbum::Exit()	Tz__JmAlbum__Exit		
00297df8	003281c8	med	_ZN2Tz7JmAlbum10FadeOutAllEv	Tz::JmAlbum::FadeOutAll()	Tz__JmAlbum__FadeOutAll		
00297e00	003281cc	high	_ZN2Tz7JmAlbum8LeaveAllEi	Tz::JmAlbum::LeaveAll(int)	Tz__JmAlbum__LeaveAll	int next	int mode
00297e68	00328280	med	_ZN2Tz7JmAlbum5SetupEv	Tz::JmAlbum::Setup()	Tz__JmAlbum__Setup		short[2][4] sel_seq; int i; int j; int pri; int max; int wk; int cr; int num; dk::Sprite * parent; const Tz::JmAlbumDataHead * head; const Tz::JmAlbumDataInfo * info; char * p; dk::Sprite * sprt; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; Tz::MenuItem * item; void * return_addr; bool stat
00298410	00328df0	high	_ZN2Tz7JmAlbum7ControlEv	Tz::JmAlbum::Control()	Tz__JmAlbum__Control		int sel; int se; int smode; int mode
002986e0	003289e8	med	_ZN2Tz7JmAlbum10PhotoSetupEv	Tz::JmAlbum::PhotoSetup()	Tz__JmAlbum__PhotoSetup		short[2][4] sel_seq; int i; int j; int pri; int cnt; dk::Sprite * parent; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; u_int button
00298988	00329240	high	_ZN2Tz7JmAlbum12PhotoControlEv	Tz::JmAlbum::PhotoControl()	Tz__JmAlbum__PhotoControl		int sel; int se; int smode; int mode; int wk
00298c60	0032726c	sim-high	_ZN2Tz7JmAlbum8MovePageEi	Tz::JmAlbum::MovePage(int)	Tz__JmAlbum__MovePage	int sel	int i; int pos; bool stat
00298e20	00329688	sim-med	_ZN2Tz7JmAlbum10DrawUpdateEPNS_6SelectEii	Tz::JmAlbum::DrawUpdate(Tz::Select*, int, int)	Tz__JmAlbum__DrawUpdate	Tz::Select * sel, int mode, int cur_num	
00298e48	00326e70	high	_ZN2Tz7JmAlbum10UpdateMessEv	Tz::JmAlbum::UpdateMess()	Tz__JmAlbum__UpdateMess		const Tz::JmAlbumDataInfo * info; (anonymous namespace)::Jiminy::SeqTbl * seqtbl
00298ee0	00327728	high	_ZN2Tz7JmAlbum9FileAllocEv	Tz::JmAlbum::FileAlloc()	Tz__JmAlbum__FileAlloc		void * return_addr; void * return_addr; void * return_addr; const Tz::JmAlbumDataInfo * info; char[32] fname; void * file
00298fe8	003279d8	seed	_ZN2Tz7JmAlbum14RequestGraLoadEi	Tz::JmAlbum::RequestGraLoad(int)	Tz__JmAlbum__RequestGraLoad	int num	const Tz::JmAlbumDataInfo * info; char[32] fname
00299090	00327ba0	med	_ZN2Tz7JmAlbum9UpdateGraEv	Tz::JmAlbum::UpdateGra()	Tz__JmAlbum__UpdateGra		(anonymous namespace)::Jiminy::SeqTbl * seltbl; int pri; int x; int y; void * sqd; u_char * img
00299290	00326fc4	med	_ZN2Tz7JmAlbum13UpdateNewMarkEv	Tz::JmAlbum::UpdateNewMark()	Tz__JmAlbum__UpdateNewMark		Tz::MenuSramJiminy * sram; (anonymous namespace)::Jiminy::SeqTbl * seqtbl; int pos; int idx; int mode; int wk; int world; bool stat
00299458	00327d9c	sim-med	_ZN2Tz7JmAlbum8SelCheckEi	Tz::JmAlbum::SelCheck(int)	Tz__JmAlbum__SelCheck	int num	bool rtn; int i; int mode; int cnt; bool stat
002994f8	00330934	sim-high	_ZN2Tz12JmCollection4InitEv	Tz::JmCollection::Init()	Tz__JmCollection__Init		
00299550	003309ac	sim-sandwich	_ZN2Tz12JmCollection4ExitEv	Tz::JmCollection::Exit()	Tz__JmCollection__Exit		
002995a0	00330a1c	med	_ZN2Tz12JmCollection10FadeOutAllEv	Tz::JmCollection::FadeOutAll()	Tz__JmCollection__FadeOutAll		
002995a8	00330a20	sim-high	_ZN2Tz12JmCollection8LeaveAllEv	Tz::JmCollection::LeaveAll()	Tz__JmCollection__LeaveAll		int mode
002995e8	00330ab4	med	_ZN2Tz12JmCollection5SetupEv	Tz::JmCollection::Setup()	Tz__JmCollection__Setup		short[2][4] sel_seq; int i; int j; int l_num; int r_num; int pri; int cr; int wk; dk::Sprite * parent; dk::Sprite * sprt; Tz::Jiminy::SeqTbl * seqtbl; Tz::MenuItem * item; u_int button
00299920	0032fb60	high	_ZN2Tz12JmCollection12SetupSelMessEv	Tz::JmCollection::SetupSelMess()	Tz__JmCollection__SetupSelMess		Tz::Jiminy::SeqTbl * seqtbl; int i; int j; int max; int cnt; int num; int wk; bool enable; bool is_new; bool is_hist; bool is_comp
00299e70	00330f10	med	_ZN2Tz12JmCollection7ControlEv	Tz::JmCollection::Control()	Tz__JmCollection__Control		int sel; int se; int smode; int mode; int l_num; int r_num; int wk; int anim; int next; void * return_addr
0029a2a0	00330244	seed	_ZN2Tz12JmCollection9FileAllocEv	Tz::JmCollection::FileAlloc()	Tz__JmCollection__FileAlloc		void * return_addr; void * return_addr; void * return_addr; int world; void * file
0029a3e0	00330410	high	_ZN2Tz12JmCollection9CreateGraEb	Tz::JmCollection::CreateGra(bool)	Tz__JmCollection__CreateGra	bool delay	int i; int x; int y; int pri; int wk; int num; int next; void * sqd; u_char * img; Tz::Jiminy::SeqTbl * seqtbl
0029a5f0	00330664	high	_ZN2Tz12JmCollection10Cur2SelNumEi	Tz::JmCollection::Cur2SelNum(int)	Tz__JmCollection__Cur2SelNum	int sel	int i; int max; int[12] tbl; void * return_addr; void * return_addr
0029a740	00331660	seed	_ZN2Tz12JmCollection10DrawUpdateEPNS_6SelectEii	Tz::JmCollection::DrawUpdate(Tz::Select*, int, int)	Tz__JmCollection__DrawUpdate	Tz::Select * sel, int mode, int cur_num	
0029a780	0033084c	high	_ZN2Tz12JmCollection8SelCheckEi	Tz::JmCollection::SelCheck(int)	Tz__JmCollection__SelCheck	int num	bool rtn; int mode; int l_num; int r_num; int sel; int world
