ee_addr	ppc_addr	size	class	cov_fuzzy	status	fuzzy	err	notes	constraints
0011e450	000f00dc	428	loop	90.61	near	81.12		simmap:TEXAnmWork->001324b8;positional:searchChunkData->00132180;positional:getNext->00132130;positional:UVScrollWork->00132180;this-pad:func_00132350;arity-pad:func_001324b8;this-pad:func_00132358	kn::ModelObj|gmat_|2c|30|28
0011e600	000efe54	480	loop	97.24	near	94.34		positional:getOuter->00132330;positional:getSync->00132330;positional:setSync->00132360;this-pad:func_00132330;this-pad:func_00132360;this-pad:func_00132350	
0011ed90	000f0a44	136	loop	85.29	near	30.79		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:3ppc/0ps2;gdims:__LNst__ZN2kn8ModelHRC12setHierarchyEPS0_i_0;unmapped-global:__LNst__ZN2kn8ModelHRC12setHierarchyEPS0_i_0;gdims:__LNst__ZN2kn5Model9getParentEi_3;unmapped-global:__LNst__ZN2kn5Model9getParentEi_3;gdims:LS_151_LV_22;unmapped-global:LS_151_LV_22	
0011efe8	000f0fc0	140	loop	73.11	near	68.54		globals:0ppc/1ps2	
0011f2f0	000f1334	200	branchy	83.86	near	47.24		simmap:ModelSKL->001206e0;simmap:setHierarchy->0011ed90;positional:ErrorPrintf->00123ac0;positional:ErrorRaise->0011f4b8;arity-pad:func_001239d8;this-pad:func_0011f420;this-pad:func_001206e0;globals:3ppc/0ps2;unmapped-global:__LNst__ZN2kn10modelSetupEPv_0;gdims:__LNst__ZN2kn5Model9getParentEi_3;unmapped-global:__LNst__ZN2kn5Model9getParentEi_3;gdims:LS_205_LV_28;unmapped-global:LS_205_LV_28;static-unmapped	
0011f3e0	000f14e0	60	loop	93.75	near	44.38		positional:modelSetup->0011ef70	
0011f4b8	000f1c1c	152	loop	90.77	compile	0.0	0011f4b8.cpp:119: redefinition		
0011f6e8	000f1f20	188	loop	48.68	compile	0.0	0011f6e8.cpp:119: redefinition	this-pad:func_0011efe8	
0011f7a8	0011ef40	3448	float	34.46	compile	0.0	0011f7a8.cpp:899: redefinition	stack-locals:1;simmap:getContext->0010ae90;simmap:setPacket->00108730;simmap:entryImage->00109788;simmap:getTextureDataEnd->00132018;simmap:getActiveTEXAnmWork->00133078;simmap:getPixelData->00132d90;simmap:getSendImagePacket->00132c98;simmap:getX->00132cd0;simmap:getW->00132d30;simmap:getPixelData->00132d90;simmap:getSendImagePacket->00132c98;simmap:getX->00132cd0;simmap:getW->00132d30;simmap:setModePacket->001093c8;simmap:entryImage->00109788;simmap:getSendImagePacket->00132c98;simmap:getSendImagePacket->00132c98;simmap:setALPHA->00108eb8;simmap:setALPHA->00108eb8;simmap:setALPHA->00108eb8;positional:entryMicrocode->00109360;positional:addContPacket->00133bb8;positional:operator_->00133bb8;positional:clutPurge->00109708;positional:_copyEntry->00132d00;positional:getY->00132d60;positional:getH->001097e8;positional:makeSendImagePacket->0010aba8;positional:getAnmTexture->00109f58;positional:getCurrentPartsIndex->00133bb8;positional:getPhase->00132390;positional:getGsALPHA->0010aed8;positional:find->001333f8;positional:exp_2->0010aed8;positional:getUValueF->001334a8;positional:getVValueF->0010aed8;positional:addCallPacket->0010aed8;positional:checkVRAM->00133bb8;positional:texturePurge->00133c60;positional:flush->001094e0;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00108730;this-pad:func_00133bb8;this-pad:func_00132d00;this-pad:func_00132d90;this-pad:func_00132c98;this-pad:func_00132cd0;this-pad:func_00132d60;this-pad:func_00132d30;this-pad:func_001097e8;arity-pad:func_0010aed8;this-pad:func_001334a8;this-pad:func_00108eb8;this-pad:func_001094e0;globals:8ppc/4ps2;unmapped-global:DAT_00000001;gdims:__LNst__ZN2kn7ModelBG10drawCommonEPNS_16ProjectionCameraEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_1;unmapped-global:__LNst__ZN2kn7ModelBG10drawCommonEPNS_16ProjectionCameraEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_1;gdims:__LNst__ZN2kn7ModelBG10drawCommonEPNS_16ProjectionCameraEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_3;unmapped-global:__LNst__ZN2kn7ModelBG10drawCommonEPNS_16ProjectionCameraEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_3;gdims:LS_43_LV_0;unmapped-global:LS_43_LV_0	
001206e0	000f3f00	148	loop	94.49	near	88.1			
001208f8	00123108	296	loop	94.86	near	67.31		simmap:getShadowData->00120800;arity-pad:func_00120800	
00121218	000f484c	356	loop	52.02	near	52.02		this-pad:func_0011efe8	
001213c0	000f4a0c	256	loop	96.06	near	56.83			
001214c0	000f4af8	248	loop	95.94	near	54.47			
001215b8	000f4bdc	240	loop	95.81	near	53.2			
001216a8	000f4cc0	248	loop	95.94	near	54.47			
001217a0	00120c54	536	loop	79.56	compile	0.0	001217a0.cpp:829: `VIF1_SKL_TEX	simmap:entryImage->00109788;simmap:entryImage->00109788;simmap:getTextureDataEnd->00132018;simmap:getActiveTEXAnmWork->00132f98;simmap:getPixelData->00132d90;simmap:getSendImagePacket->00132c98;simmap:getX->00132cd0;simmap:getW->00132d30;simmap:getPixelData->00132d90;positional:clutPurge->00109708;positional:getY->00132d00;positional:getH->00132d60;positional:makeSendImagePacket->001097e8;positional:addCallPacket->00133c60;positional:checkVRAM->001094e0;this-pad:func_00132d90;this-pad:func_00132c98;this-pad:func_00132cd0;this-pad:func_00132d00;this-pad:func_00132d30;this-pad:func_00132d60;this-pad:func_00133c60;globals:2ppc/1ps2;unmapped-global:knTemporaryBuffer	
001219b8	00120f40	780	branchy	78.81	compile	0.0	001219b8.cpp:645: non-lvalue in	synth-fields:2;simmap:setTexture->001217a0;simmap:setTexture->001217a0;simmap:getContext->0010ae90;simmap:setPacketForce->00108ae0;simmap:getContext->0010ae90;simmap:setPacketForce->00108ae0;positional:openGsRegisterPacket->00134408;positional:setGsRegisterPacket->00134428;positional:closeGsRegisterPacket->00134428;positional:getGsTEST->00134428;positional:getGsALPHA->00134428;positional:accumPurge->00134428;arity-pad:func_001217a0;arity-pad:func_00134428;this-pad:func_00108ae0;globals:2ppc/8ps2;fix-arity:func_00134428;fix-arity:func_00134428;fix-arity:func_00134428;fix-arity:func_00134428;fix-arity:func_00134428;fix-arity:func_00134428	
00121cc8	00121568	5232	float	19.66	compile	0.0	00121cc8.cpp:1147: `	stack-locals:1;simmap:getContext->0010ae90;simmap:getPartsColor->00108930;simmap:setPacket->00108730;simmap:entryImage->00109788;simmap:getTextureDataEnd->00132018;simmap:getActiveTEXAnmWork->00133078;simmap:getPixelData->00132d90;simmap:getSendImagePacket->00132c98;simmap:getX->00132cd0;simmap:getW->00132d30;simmap:getPixelData->00132d90;simmap:getSendImagePacket->00132c98;simmap:getX->00132cd0;simmap:getW->00132d30;simmap:setPacket->001085a8;simmap:setPacket->00108c00;simmap:setPacket->00108c00;simmap:setModePacket->001093c8;simmap:entryImage->00109788;simmap:getSendImagePacket->00132c98;simmap:getSendImagePacket->00132c98;simmap:setTexfade->001219b8;simmap:setALPHA->00108eb8;simmap:setALPHA->00108eb8;simmap:setALPHA->00108eb8;positional:entryMicrocode->00109360;positional:getPhase->0010aba8;positional:UNPACK->00109708;positional:addContPacket->00132d00;positional:operator_->00132d60;positional:setPacket->001097e8;positional:__ZN2kn16ProjectionCameraaSERKS0_->0010aba8;positional:clutPurge->00109f58;positional:_copyEntry->00133bb8;positional:getY->0010aba8;positional:getH->00109f58;positional:makeSendImagePacket->00132390;positional:getAnmTexture->0010aed8;positional:getCurrentPartsIndex->001333f8;positional:getGsALPHA->0010aed8;positional:getGsTEST->001334a8;positional:GS_SET_TEST->0010aed8;positional:find->0010aed8;positional:exp_2->00133bb8;positional:getUValueF->00109008;positional:getVValueF->00133c60;positional:addCallPacket->00133c60;positional:checkVRAM->001094e0;positional:texturePurge->00133c60;positional:flush->00109690;dropped:ErrorPrintfx2;dropped:ErrorRaisex2;arity-pad:func_00108930;arity-pad:func_00108730;arity-pad:func_0010aba8;arity-pad:func_00132d00;this-pad:func_00133bb8;this-pad:func_00132d90;this-pad:func_00132c98;this-pad:func_00132cd0;this-pad:func_00132d30;arity-pad:func_0010aed8;this-pad:func_001333f8;this-pad:func_00109008;arity-pad:func_00133c60;arity-pad:func_001219b8;arity-pad:func_00108eb8;this-pad:func_00109690;globals:12ppc/5ps2;gdims:buffer;unmapped-global:DAT_00000004;unmapped-global:first;unmapped-global:DAT_00000001;gdims:__LNst__ZN2kn8ModelSKL10drawNormalEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_0;unmapped-global:__LNst__ZN2kn8ModelSKL10drawNormalEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_0;gdims:__LNst__ZN2kn8ModelSKL15setDMATagBufferEPNS_8ModelObjEPPN3Axa11DMA_SET_TAGEPvi_3;unmapped-global:__LNst__ZN2kn8ModelSKL15setDMATagBufferEPNS_8ModelObjEPPN3Axa11DMA_SET_TAGEPvi_3;gdims:LS_66_LV_12;unmapped-global:LS_66_LV_12;gdims:__LNst__ZN2kn8ModelSKL10drawNormalEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_1;unmapped-global:__LNst__ZN2kn8ModelSKL10drawNormalEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE_1;fix-arity:func_00108730;fix-arity:func_0010aba8	
00123228	00123288	1060	float	44.34	near	33.95		stack-locals:1;simmap:getContext->0010ae90;simmap:getShadowData->00120800;simmap:getPartsColor->00108930;simmap:setPacket->00108730;simmap:setRGBAQ->00108f98;simmap:setPacket->00108730;simmap:setRGBAQ->00108f98;positional:entryMicrocode->00109360;positional:addContPacket->00133bb8;positional:flush->00109008;positional:addCallPacket->00133c60;arity-pad:func_00120800;arity-pad:func_00108930;arity-pad:func_00108730;arity-pad:func_00133bb8;arity-pad:func_00108f98;arity-pad:func_00109008;arity-pad:func_00133c60;globals:2ppc/6ps2;gdims:buffer;gdims:tag;variant:no_thispad	
00123ba8	00410d0c	116	loop	91.00	near	20.16		synth-fields:1;positional:motionDestroy->0011ee58;unmapped-call:destroyVsbVoice;dropped:ErrorPrintfx2;dropped:destroyVsbVoicex1;dropped:ErrorRaisex2;globals:4ppc/1ps2;gdims:__LNst__ZN2YS6BINARC5setupEv_1;gdims:__LNst__ZN2YS6BINARC5setupEv_3;unmapped-global:__LNst__ZN2YS6BINARC5setupEv_3;unmapped-global:LS_46_LV_4;gdims:__LNst__ZN2YS6BINARC5setupEv_4;unmapped-global:__LNst__ZN2YS6BINARC5setupEv_4	
00123c20	000f2a54	116	loop	91.00	near	80.24			
00123c98	000f2ae4	120	loop	99.97	near	89.57			
00123d10	000f2bd4	44	straight	85.00	near	36.65			
00123d40	000f2c64	76	straight	97.37	near	45.04			
00124100	000f3334	60	straight	97.33	near	44.29			
001241b8	000f34a8	188	loop	87.73	near	58.18			
00124278	000f362c	188	loop	87.73	near	58.18			
00124338	000f37b0	188	loop	87.73	near	58.18			
001243f8	000f3934	188	loop	87.73	near	58.18			
001244b8	000f3ab8	188	loop	87.73	near	58.18			
00127a88	000f892c	488	float	41.67	near	32.83		positional:operator_->00124828;dropped:ErrorPrintfx2;dropped:ErrorRaisex2;globals:4ppc/0ps2;unmapped-global:header;gdims:__LNst__ZN2kn6Motion4calcEPNS_8ModelObjEPKNS_7FMatrixEPNS_13MotionContextES7_fPKNS_6ToFaceEPNS_8IKAdjustE_3;unmapped-global:__LNst__ZN2kn6Motion4calcEPNS_8ModelObjEPKNS_7FMatrixEPNS_13MotionContextES7_fPKNS_6ToFaceEPNS_8IKAdjustE_3;gdims:LS_108_LV_59;unmapped-global:LS_108_LV_59;gdims:__LNst__ZN2kn6Motion22duplicateMotionContextEPNS_8ModelObjEP9ALLOCATOR_1;unmapped-global:__LNst__ZN2kn6Motion22duplicateMotionContextEPNS_8ModelObjEP9ALLOCATOR_1	
00128480	000fa658	376	float	91.49	near	21.26		unmapped-call:operator_;dropped:ErrorPrintfx1;dropped:operator_x0;dropped:ErrorRaisex1;gvote:LS_113_LV_12->0036a9f0;globals:3ppc/1ps2;gdims:__LNst__ZN2kn16MotionPrototype016setConstantValueEPNS_8ModelObjE_0;unmapped-global:__LNst__ZN2kn16MotionPrototype016setConstantValueEPNS_8ModelObjE_0;gdims:__LNst__ZN2kn16MotionPrototype0C1EPv_3;unmapped-global:__LNst__ZN2kn16MotionPrototype0C1EPv_3;gdims:LS_113_LV_12	
001285f8	000fa028	216	float	89.41	near	35.95			
00128750	000fa118	996	float	57.04	near	6.67		stack-locals:1;simmap:getTimeIndex->001285f8;simmap:getTimeIndex->001285f8;dropped:ErrorPrintfx3;dropped:ErrorRaisex3;arity-pad:func_001285f8;globals:3ppc/0ps2;unmapped-global:__LNst__ZN2kn16MotionPrototype015calcFcurveValueEPNS_25MotionPrototype0RAWFcurveEiif_0;gdims:__LNst__ZN2kn16MotionPrototype0C1EPv_3;unmapped-global:__LNst__ZN2kn16MotionPrototype0C1EPv_3;gdims:LS_106_LV_10;unmapped-global:LS_106_LV_10;fix-arg:func_001285f8:1;fix-arg:func_001285f8:1;fix-arg:func_001285f8:2;fix-arg:func_001285f8:2	
00128b38	000fa8ec	520	float	80.39	near	34.3		stack-locals:1;simmap:getTimeIndex->001285f8;simmap:calcFcurveValue->00128750;simmap:calcFcurveValue->00128750;dropped:ErrorPrintfx4;dropped:_printfx2;dropped:ErrorRaisex4;arity-pad:func_001285f8;arity-pad:func_00128750;globals:6ppc/2ps2;gdims:value;gdims:__LNst__ZN2kn16MotionPrototype014setFcurveValueEPNS_8ModelObjEf_0;gdims:__LNst__ZN2kn16MotionPrototype0C1EPv_3;unmapped-global:__LNst__ZN2kn16MotionPrototype0C1EPv_3;gdims:LS_115_LV_13;unmapped-global:LS_115_LV_13;unmapped-global:__LNst__ZN2kn16MotionPrototype015calcFcurveValueEPNS_25MotionPrototype0RAWFcurveEiif_0;gdims:__LNst__ZN2kn16MotionPrototype014setFcurveValueEPNS_8ModelObjEf_2;unmapped-global:__LNst__ZN2kn16MotionPrototype014setFcurveValueEPNS_8ModelObjEf_2;fix-arg:func_001285f8:1;fix-arg:func_001285f8:2	
00130c18	00101cd4	256	float	66.30	near	3.59			
001317a8	00103568	88	float	54.47	compile	0.0	001317a8.cpp:99: redefinition	unmapped-call:unit;dropped:unitx1;globals:0ppc/2ps2	
00131810	001032e8	200	float	64.42	compile	0.0	00131810.cpp:121: redefinition	simmap:clearIKAdjustResult->00127cf8;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;dropped:_printfx1;globals:4ppc/0ps2;gdims:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_0;unmapped-global:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_0;gdims:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_2;unmapped-global:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_2;gdims:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_4;unmapped-global:__LNst__ZN2kn9MotionRAW4calcEPNS_8ModelObjEPKNS_7FMatrixEfPKNS_6ToFaceEPNS_8IKAdjustE_4;unmapped-global:LS_23_LV_2	
00131e80	00111384	188	loop	87.32	near	0.0			
00131f48	00111444	204	loop	99.20	near	0.0		unmapped-call:convertTexture;dropped:convertTexturex1	
001325c8	0010df50	176	branchy	51.91	near	35.7		positional:getBody->00132c68;this-pad:func_00132c68	
00132850	0010e300	524	float	21.24	near	23.45		positional:getBody->00132c68;positional:vrand->00132720;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00132c68;globals:3ppc/0ps2;gdims:__LNst__ZN2kn10TEXAnmWork4playEf_1;unmapped-global:__LNst__ZN2kn10TEXAnmWork4playEf_1;gdims:__LNst__ZNK2kn10TEXAnmData4getWEv_0;unmapped-global:__LNst__ZNK2kn10TEXAnmData4getWEv_0;unmapped-global:LS_62_LV_0	kn::TEXAnmWork|sendImagePacket_|30|30|18
00132ab0	0010e69c	440	loop	75.98	near	33.34		positional:getType->00132338;positional:getBody->00132c68;this-pad:func_00132338;this-pad:func_00132c68	
00132d90	0010ebb8	136	branchy	82.54	near	27.66		positional:getBody->00132c68;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00132c68;globals:3ppc/0ps2;gdims:__LNst__ZNK2kn10TEXAnmWork12getPixelDataEi_0;unmapped-global:__LNst__ZNK2kn10TEXAnmWork12getPixelDataEi_0;gdims:__LNst__ZNK2kn10TEXAnmData4getWEv_0;unmapped-global:__LNst__ZNK2kn10TEXAnmData4getWEv_0;gdims:LS_76_LV_1;unmapped-global:LS_76_LV_1	kn::TEXAnmWork|sendImagePacket_|30|30|10
00132e28	0010ed80	152	branchy	76.05	near	50.3		positional:getBody->00132c68;positional:getSequenceNo->001325c8;unmapped-call:vrand;dropped:vrandx1;this-pad:func_00132c68;arity-pad:func_001325c8	
00132f98	0010efc8	220	loop	88.38	near	71.39		positional:getType->00132338;positional:getBody->00132c68;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;arity-pad:func_00132338;this-pad:func_00132c68;arity-pad:func_00132350;globals:3ppc/0ps2;gdims:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEjPPS0_jPv_0;unmapped-global:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEjPPS0_jPv_0;gdims:__LNst__ZNK2kn10TEXAnmData4getWEv_0;unmapped-global:__LNst__ZNK2kn10TEXAnmData4getWEv_0;gdims:LS_87_LV_2;unmapped-global:LS_87_LV_2	
00133078	0010f178	224	loop	91.59	near	43.05		stack-locals:1;simmap:getActiveTEXAnmWork->00132f98;dropped:ErrorPrintfx3;dropped:ErrorRaisex3;globals:5ppc/0ps2;gdims:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__0;unmapped-global:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__0;gdims:__LNst__ZNK2kn10TEXAnmData4getWEv_0;unmapped-global:__LNst__ZNK2kn10TEXAnmData4getWEv_0;gdims:LS_90_LV_3;unmapped-global:LS_90_LV_3;gdims:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__1;unmapped-global:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__1;gdims:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__2;unmapped-global:__LNst__ZN2kn10TEXAnmWork19getActiveTEXAnmWorkEPNS_13AnimationWorkEPPvjjS3__2	
001332e8	00112f04	172	float	79.60	near	31.91		positional:getBody->001333c8;this-pad:func_001333c8;globals:1ppc/0ps2;unmapped-global:speed	kn::UVScrollWork|uv_|24|28|24;kn::UVScrollWork|uv_|24|24|28;kn::UVScrollWork|uv_|24|28|24
00135ad0	001042a0	252	loop	87.36	near	50.27		stack-locals:1;this-pad:func_0019ba60	
00135bd0	00104430	128	branchy	84.52	near	20.11		stack-locals:1;simmap:removeEntry->00135ad0;simmap:removeEntry->00135ad0;positional:ErrorPrintf->00135c50;positional:ErrorRaise->00135c50;arity-pad:func_00135ad0;this-pad:func_0019ba60;globals:3ppc/0ps2;gdims:__LNst__ZN2kn11ObjObserver8addEntryEPN2YS3OBJE_0;unmapped-global:__LNst__ZN2kn11ObjObserver8addEntryEPN2YS3OBJE_0;gdims:__LNst__ZN2kn11ObjObserverD1Ev_3;unmapped-global:__LNst__ZN2kn11ObjObserverD1Ev_3;gdims:LS_44_LV_2;unmapped-global:LS_44_LV_2;fix-arity:func_00135c50;static-unmapped	
00135c88	00104638	60	loop	80.94	near	40.17			
00135d00	00104684	116	loop	96.17	no_def	0.0	bad head: OBJ * __thiscall kn::ObjObserver::operator[](ObjObserver *this,int index)	bad head: OBJ * __thiscall kn::ObjObserver::operator[](ObjObserver *this,int index)	
001366b8	00045c08	188	branchy	76.98	near	45.97		simmap:worldInit->002b9ed0;positional:setRate3D->002b9ab8;positional:bgSeClear->001369d0;positional:readBackGround->001369f0;positional:readFootStep->00136a60;dropped:_printfx3;gvote:Current->0032bae0;globals:7ppc/2ps2;unmapped-global:s_oldInfo;unmapped-global:s_bgSeClear;gdims:__LNst__ZN2dk4BGSE8areaReadEP4TASK_0;unmapped-global:__LNst__ZN2dk4BGSE8areaReadEP4TASK_0;gdims:__LNst__ZN2dk4BGSE5allocEPcRj_0;unmapped-global:__LNst__ZN2dk4BGSE5allocEPcRj_0;gdims:__LNst__ZN2dk4BGSE14checkBgSeClearEv_1;unmapped-global:__LNst__ZN2dk4BGSE14checkBgSeClearEv_1;static-unmapped	
00136878	00045d58	224	branchy	53.70	near	51.06		simmap:createBgLoopSe->002bc288;dropped:_printfx5;gvote:s_oldInfo->003b8b20;gvote:s_bgBank->003b8b38;globals:6ppc/3ps2;gdims:__LNst__ZN2dk4BGSE7fadeOutEv_0;unmapped-global:__LNst__ZN2dk4BGSE7fadeOutEv_0;gdims:__LNst__ZN2dk4BGSE7fadeOutEv_1;unmapped-global:__LNst__ZN2dk4BGSE7fadeOutEv_1;gdims:__LNst__ZN2dk4BGSE16playBackGroundSeEv_0;unmapped-global:__LNst__ZN2dk4BGSE16playBackGroundSeEv_0	
00136d40	000443a4	612	branchy	88.52	near	19.68		positional:bgmFadeOut->002bd260;dropped:ErrorPrintfx2;dropped:_printfx17;dropped:ErrorRaisex2;globals:13ppc/3ps2;gdims:status;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_0;gdims:__LNst__ZN2dk3BGM9setVolumeEii_4;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_4;gdims:LS_71_LV_6;unmapped-global:LS_71_LV_6;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_5;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_5;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_6;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_6;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_7;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_7;gdims:__LNst__ZN2dk3BGM9setVolumeEii_0;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_0;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_2;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_2;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_3;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_3;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_4;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_4;gdims:__LNst__ZN2dk3BGM8areaReadEP4TASK_1;unmapped-global:__LNst__ZN2dk3BGM8areaReadEP4TASK_1	
00136fd0	00044980	132	loop	83.50	near	48.45		stack-locals:1;dropped:_printfx10;globals:7ppc/1ps2;gdims:status;gdims:__LNst__ZN2dk3BGM9setVolumeEii_4;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_4;gdims:__LNst__ZN2dk3BGM8areaInitEv_0;unmapped-global:__LNst__ZN2dk3BGM8areaInitEv_0;gdims:__LNst__ZN2dk3BGM8areaInitEv_1;unmapped-global:__LNst__ZN2dk3BGM8areaInitEv_1;gdims:__LNst__ZN2dk3BGM8areaInitEv_2;unmapped-global:__LNst__ZN2dk3BGM8areaInitEv_2;gdims:__LNst__ZN2dk3BGM8areaInitEv_3;unmapped-global:__LNst__ZN2dk3BGM8areaInitEv_3;gdims:__LNst__ZN2dk3BGM8areaInitEv_4;unmapped-global:__LNst__ZN2dk3BGM8areaInitEv_4;fix-assign-cast	
00137058	00043dd8	292	loop	84.19	near	42.53		positional:bgmFadeOut->002b7148;positional:_printf->002ba2b0;positional:getBgmNumber->002ba2b0;globals:4ppc/3ps2;gdims:status;gdims:__LNst__ZN2dk3BGM9setVolumeEii_0;unmapped-global:0x9068dc;fix-arity:func_002ba2b0;static-unmapped	
00137180	0004400c	208	loop	78.42	near	19.17		positional:bgmFadeOut->002ba2b0;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;dropped:_printfx3;globals:7ppc/2ps2;gdims:status;unmapped-global:0x9068dc;gdims:__LNst__ZN2dk3BGM9setVolumeEii_4;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_4;gdims:__LNst__ZN2dk3BGM9setVolumeEii_0;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_0;gdims:__LNst__ZN2dk3BGM9setVolumeEii_2;unmapped-global:__LNst__ZN2dk3BGM9setVolumeEii_2;gdims:LS_43_LV_3;unmapped-global:LS_43_LV_3;static-unmapped	
