ee_addr	size	class	cov_status	cov_source	cov_fuzzy	ppc_addr	mangled	demangled	decl_file	conf
00263a90	284	branchy	near	ghidra	81.49	002f2240	_ZN2Tz9CMenuHelp6CreateEPKN2YS7MESSAGEEb	Tz::CMenuHelp::Create(YS::MESSAGE const*, bool)		high
002736f8	284	loop	near	m2c	43.79	0039b4a8	_ZN2Tz8CmCustom12ChageMpDriveEv	Tz::CmCustom::ChageMpDrive()		med
00275f68	284	branchy	near	ghidra	89.60	002f6234	_ZN2Tz6Jiminy18SetMainFrameLRMessEii	Tz::Jiminy::SetMainFrameLRMess(int, int)		high
002a98a8	284	loop	near	ghidra	82.07	003563d4	_ZN2Tz7JmQuest13UpdateNewMarkEv	Tz::JmQuest::UpdateNewMark()		high
002abff0	284	loop	near	lift	90.78	0034adb8	_ZN2Tz9JmNewInfo10isStoryNewEii	Tz::JmNewInfo::isStoryNew(int, int)		high
00106af0	280	float	near	ghidra	54.92	000d8f18	_ZN2kn10Projection14calcClipMatrixERNS_7FMatrixEff	kn::Projection::calcClipMatrix(kn::FMatrix&, float, float)		sim-low
0015e8c8	280	straight	near	lift	89.31	002459d8	_ZN2gm11FRAMEBUFFER4InitEv	gm::FRAMEBUFFER::Init()		sim-high
0015e9e0	280	straight	near	lift	89.31	000b5c4c	_ZN2dk11ModelSpriteC1Ev	dk::ModelSprite::ModelSprite()		sim-high
00169030	280	loop	near	ghidra	83.64	00435658	_ZN2YS8AreaInitEP4TASK	YS::AreaInit(TASK*)		med
00186ec0	280	branchy	near	ghidra	82.11	00411d54	_ZN2YS6BTLOBJ17_OVR_is_withstandEPNS_6DAMAGEE	YS::BTLOBJ::_OVR_is_withstand(YS::DAMAGE*)		sim-med
0018d620	280	loop	near	m2c	90.63	00407550	_ZN2YS6ATTACK8ExecTaskEP4TASK	YS::ATTACK::ExecTask(TASK*)		med
001c4188	280	float	near	m2c	50.47	004e3418	_ZN2YS11DEADREQUEST3AddEPNS_11CROWDEFFECTEf	YS::DEADREQUEST::Add(YS::CROWDEFFECT*, float)		sim-low
001cd690	280	loop	near	m2c	84.86	004f1480	_ZN2YS14PRIORITYTARGET6searchEv	YS::PRIORITYTARGET::search()		sim-high
001ce930	280	branchy	near	lift	64.72	004ec9f4	_ZN2YS10LIGHTCYCLE4execEv	YS::LIGHTCYCLE::exec()		sim-low
001dcdb8	280	straight	near	lift	69.94	002b282c	_ZN3ryj6EFFECT4InitEP9ALLOCATORii	ryj::EFFECT::Init(ALLOCATOR*, int, int)		sim-low
002539e8	280	branchy	near	lift	85.44	002ee43c	_ZN2Tz6CMData8BackReadEiPc	Tz::CMData::BackRead(int, char*)		high
00271710	280	branchy	near	m2c	84.93	00397478	_ZN2Tz8CmCustom12MakeItemMessEiPcbbi	Tz::CmCustom::MakeItemMess(int, char*, bool, bool, int)		high
0027afe0	280	loop	near	lift	83.20	0038d810	_ZN2Tz9CmAbility24SetIndiAbilityDefaultPosEv	Tz::CmAbility::SetIndiAbilityDefaultPos()		high
002ac420	280	loop	near	ghidra	55.16	0034b9d4	_ZN2Tz9JmNewInfo16isPuzzlePieceNewEi	Tz::JmNewInfo::isPuzzlePieceNew(int)		sim-high
002bf9d8	280	branchy	near	lift	12.24	003d75dc	_ZN8worldmap5EventC1EP4TASKi	worldmap::Event::Event(TASK*, int)		sim-high
002dbb88	280	float	near	lift	76.54	0063d580	_ZN2Ti14MGHachimitsuPo14_OVR_post_execEv	Ti::MGHachimitsuPo::_OVR_post_exec()		med
001531f8	276	branchy	near	ghidra	77.78	0005db34	_ZN2dk12LEVELUP_INFO9openCharaEPKN2YS7MESSAGEES4_S4_iNS0_9WIN_COLORE	dk::LEVELUP_INFO::openChara(YS::MESSAGE const*, YS::MESSAGE const*, YS::MESSAGE const*, int, dk::LEVELUP_INFO::WIN_COLOR)		high
00170400	276	branchy	near	m2c	78.03	00414e4c	_ZN2YS10CACHE_BUFF14ReadRequestSubEPKcij	YS::CACHE_BUFF::ReadRequestSub(char const*, int, unsigned int)		high
00179530	276	float	near	ghidra	65.23	0047da60	_ZN2YS6PLAYER17ability_dodgerollEv	YS::PLAYER::ability_dodgeroll()		med
00179cb8	276	branchy	near	lift	83.67	0047c338	_ZN2YS6PLAYER18exec_lkdash_effectEv	YS::PLAYER::exec_lkdash_effect()		sim-high
0018ad18	276	loop	near	lift	75.26	004eed0c	_ZN2YS3NPC15_OVR_initializeEv	YS::NPC::_OVR_initialize()		sim-high
001af7c0	276	branchy	near	lift	49.80	00432eb4	_ZN2YS8GAMEOVER10get_motionEj	YS::GAMEOVER::get_motion(unsigned int)		med
001b70d0	276	loop	near	m2c	34.57	0043c740	_ZN2YS7LEVELUP6AddExpEi	YS::LEVELUP::AddExp(int)		high
001be778	276	branchy	near	m2c	76.33	0042aff0	_ZN2YS13FIELD_COMMAND10make_top_bEv	YS::FIELD_COMMAND::make_top_b()		med
00226bd0	276	float	near	lift	99.13	002bbd78	_ZN2sa5EVENT13event_end_subEP4TASK	sa::EVENT::event_end_sub(TASK*)		med
00250fb8	276	loop	near	lift	80.27	003b9c38	_ZN2Tz4CANA10isExistAllEv	Tz::CANA::isExistAll()		sim-low
00252208	276	loop	near	lift	83.99	003bb3f0	_ZN2Tz4CANA13CreateNewMarkEv	Tz::CANA::CreateNewMark()		sim-med
0026a060	276	branchy	near	lift	96.17	003a0f54	_ZN2Tz7CmEquip11SetLoopListEv	Tz::CmEquip::SetLoopList()		sim-high
00275b60	276	branchy	near	e3	99.58	002f5e00	_ZN2Tz6Jiminy16SetLoopMainFrameEv	Tz::Jiminy::SetLoopMainFrame()		med
002815d8	276	straight	near	lift	88.52	0031fa7c	_ZN2Tz11ItemPicDraw4InitEv	Tz::ItemPicDraw::Init()		sim-high
002ad390	276	loop	near	ghidra	90.13	00333a08	_ZN2Tz10JmComplete10CheckAlbumEv	Tz::JmComplete::CheckAlbum()		high
002cf638	276	loop	near	m2c	76.42	0064d4b8	_ZN2Ti5MGObj23find_free_member_bufferEi	Ti::MGObj::find_free_member_buffer(int)		high
0013e940	272	straight	near	ghidra	70.96	0009d200	_ZN2dk7Ft4Base12createPacketEv	dk::Ft4Base::createPacket()		sim-high
0015d2e8	272	float	near	lift	91.14	000982b8	_ZN2dk11EventCamera6lookAtERKN2kn7FVectorES4_ffNS1_10Projection4WorHEbbb	dk::EventCamera::lookAt(kn::FVector const&, kn::FVector const&, float, float, kn::Projection::WorH, bool, bool, bool)		med
0017ec98	272	loop	near	ghidra	66.53	004593e8	_ZN2YS6MOTION9id_to_numEi	YS::MOTION::id_to_num(int)		sim-high
00185770	272	float	near	lift	54.04	004baf10	_ZN2YS6WEAPON6appearEv	YS::WEAPON::appear()		sim-low
00190570	272	loop	near	ghidra	47.43	004aa38c	_ZN2YS6TARGET7ReplaceEPNS_3OBJES2_	YS::TARGET::Replace(YS::OBJ*, YS::OBJ*)		med
00198860	272	straight	near	lift	72.32	004a25d4	_ZN2YS6STDOBJ19set_special_commandEi	YS::STDOBJ::set_special_command(int)		seed
0026cda0	272	loop	near	ghidra	91.96	002fdb0c	_ZN2Tz7CmParty11isExistListEv	Tz::CmParty::isExistList()		high
00273b30	272	loop	near	lift	80.29	0039b9bc	_ZN2Tz8CmCustom9isTakeOffEv	Tz::CmCustom::isTakeOff()		med
002aa4a8	272	loop	near	ghidra	80.32	00345874	_ZN2Tz9JmNewInfo10CheckAlbumEv	Tz::JmNewInfo::CheckAlbum()		sim-med
002acc98	272	loop	near	lift	95.26	0034caec	_ZN2Tz9JmNewInfo8isAnyNewEv	Tz::JmNewInfo::isAnyNew()		sim-high
002b4dd0	272	branchy	near	lift	96.00	0030bbcc	_ZN2Tz8CmSLBase15SetupWarningWinEi	Tz::CmSLBase::SetupWarningWin(int)		high
002d0a78	272	loop	near	ghidra	96.47	0064ebf4	_ZN2Ti5MGObj16leave_gimobj_allEv	Ti::MGObj::leave_gimobj_all()		med
00158b78	268	float	near	lift	64.77	00095ea0	_ZN2dk12DangleCamera7controlEPN2YS3PADEPNS_9ObjCameraE	dk::DangleCamera::control(YS::PAD*, dk::ObjCamera*)		high
00161f48	268	float	near	m2c	84.65	00048668	_ZN2dk6Camera14crossFadeStartEfb	dk::Camera::crossFadeStart(float, bool)		med
0019afd8	268	float	near	lift	84.59	004b0cf8	_ZN2YS10UNIT_GROUP15RandomPosPlayerEj	YS::UNIT_GROUP::RandomPosPlayer(unsigned int)		high
001abbf0	268	branchy	near	m2c	60.96	004bbe68	_ZN2YS6CURSOR4execEPNS_6WINDOWEPNS_3PADE	YS::CURSOR::exec(YS::WINDOW*, YS::PAD*)		sim-high
001adf00	268	loop	near	ghidra	62.65	0049750c	_ZN2YS8SELECTOR3GetEi	YS::SELECTOR::Get(int)		sim-low
001c9c78	268	float	near	m2c	63.03	00494170	_ZN2YS9SACRIFICE6ReturnEi	YS::SACRIFICE::Return(int)		med
001dfca8	268	float	near	lift	73.39	002b6e20	_ZN3ryj3PAX7MANAGER13set_obj_colorEb	ryj::PAX::MANAGER::set_obj_color(bool)		med
00226ac0	268	float	near	lift	88.33	002bdc78	_ZN2sa5EVENT9event_runEPcPN2kn7FMatrixEPN2YS3OBJEPN3ryj3PAXEPFviEii	sa::EVENT::event_run(char*, kn::FMatrix*, YS::OBJ*, ryj::PAX*, void (*)(int), int, int)		med
0022ad88	268	loop	near	ghidra	74.51	002e0b2c	_ZN2sa13MUSICAL_INPUT10scorePrintEiPN2dk6SpriteE	sa::MUSICAL_INPUT::scorePrint(int, dk::Sprite*)		high
002b4b00	268	loop	near	lift	86.91	002818a4	_ZN7OvlShop8ItemShop12SetupConfirmEv	OvlShop::ItemShop::SetupConfirm()		sim-high
002c3c90	268	branchy	near	m2c	58.91	003e4380	_ZN2dk10WM_LANDING6selectEv	dk::WM_LANDING::select()		med
001043e8	264	loop	near	lift	94.63	0003acd0	_ZN8GUMIMENU5StartEP4TASK	GUMIMENU::Start(TASK*)		med
0015a158	264	float	near	lift	84.60	0007cfb8	_ZN2dk12TargetCamera7controlEPN2YS3PADEPNS_9ObjCameraE	dk::TargetCamera::control(YS::PAD*, dk::ObjCamera*)		med
0016c060	264	branchy	near	lift	75.41	00462148	_ZN2YS3OBJ8get_faceEPPvS2_	YS::OBJ::get_face(void**, void**)		med
00176868	264	float	near	ghidra	85.67	0047764c	_ZN2YS5PARTY16check_blow_recovERNS_7COMMANDE	YS::PARTY::check_blow_recov(YS::COMMAND&)		sim-med
00178ae8	264	branchy	near	lift	76.71	0047ede8	_ZN2YS6PLAYER24_OVR_exec_command_playerEPKNS_12COMMAND_ELEME	YS::PLAYER::_OVR_exec_command_player(YS::COMMAND_ELEM const*)		sim-high
001bacd0	264	branchy	near	lift	89.29	00451418	_ZN2YS7MISSION7prepareEv	YS::MISSION::prepare()		high
001bf270	264	float	near	lift	98.53	0048baf0	_ZN2YS8PRIZEBOXC1EPKNS_8OBJENTRYERKN2kn7FVectorEif	YS::PRIZEBOX::PRIZEBOX(YS::OBJENTRY const*, kn::FVector const&, int, float)		med
001c99b0	264	float	near	lift	89.32	00494918	_ZN2YS9SACRIFICE13GetFormStatusEi	YS::SACRIFICE::GetFormStatus(int)		med
001e8180	264	loop	near	lift	41.90	005a6cf4	_Z10pppInitPdtPxP7pppProg	pppInitPdt(long long*, pppProg*)		sim-med
0023acd8	264	float	near	lift	84.63	000c3ac8	_ZN2YI8SEQUENCE7ControlEv	YI::SEQUENCE::Control()		med
00252320	264	loop	near	lift	93.91	003bb6a0	_ZN2Tz4CANA18CreateMapBlackPerlEv	Tz::CANA::CreateMapBlackPerl()		sim-med
002880b8	264	straight	near	lift	89.67	0036ecd0	_ZN2Tz9MenuBasic4InitEv	Tz::MenuBasic::Init()		sim-high
002891f0	264	branchy	near	lift	96.03	00381e1c	_ZN2Tz6Select10SetCurrentEibii	Tz::Select::SetCurrent(int, bool, int, int)		high
002a8768	264	loop	near	ghidra	87.40	00342aa8	_ZN2Tz10JmMiniGame13UpdateNewMarkEv	Tz::JmMiniGame::UpdateNewMark()		high
002b3318	264	loop	near	m2c	76.39	00351654	_ZN2Tz8JmPuzzle13CheckCompleteEv	Tz::JmPuzzle::CheckComplete()		med
002dfba8	264	float	near	lift	78.56	00631538	_ZN2Ti21ACTION_PO_JUMP_PLAYER5startEPN2YS3OBJE	Ti::ACTION_PO_JUMP_PLAYER::start(YS::OBJ*)		sim-high
00146390	260	loop	near	lift	83.98	000b04ec	_ZN2dk11OctDrawFile15setNotScisGroupEiRi	dk::OctDrawFile::setNotScisGroup(int, int&)		sim-low
00189e18	260	branchy	near	ghidra	51.37	004d73c4	_ZN2YS6ANMATR15ReactionCommandEPNS_3OBJEii	YS::ANMATR::ReactionCommand(YS::OBJ*, int, int)		sim-high
0018ee60	260	branchy	near	lift	78.14	004088cc	_ZN2YS6ATTACK6StrikeEPNS_6BTLOBJEiS2_RKN2kn7FVectorEb	YS::ATTACK::Strike(YS::BTLOBJ*, int, YS::BTLOBJ*, kn::FVector const&, bool)		med
0019cd40	260	float	near	lift	76.49	00443598	_ZN2YS6LOCKON13check_releaseEv	YS::LOCKON::check_release()		med
001bdd50	260	float	near	lift	91.88	00480cc0	_ZN2YS14PLAYER_COMMAND11check_alphaEv	YS::PLAYER_COMMAND::check_alpha()		med
001be060	260	branchy	near	lift	73.41	0042bfd4	_ZN2YS13FIELD_COMMAND5_execEv	YS::FIELD_COMMAND::_exec()		med
001d0980	260	branchy	near	lift	90.15	0049eadc	_ZN2YS4SORAC1EPKNS_8OBJENTRYEiPNS_3PADERKN2kn7FVectorEf	YS::SORA::SORA(YS::OBJENTRY const*, int, YS::PAD*, kn::FVector const&, float)		med
001e9c28	260	float	near	lift	63.88	005c38d8	pppVertexAttend	pppVertexAttend		sim-med
00229728	260	loop	near	lift	95.37	002e22fc	_ZN2sa13MUSICAL_SCORE6updateEv	sa::MUSICAL_SCORE::update()		high
0022a0f8	260	float	near	ghidra	66.61	002df5c8	_ZN2sa17CIRCLE_MASK_INPUT6createEiii	sa::CIRCLE_MASK_INPUT::create(int, int, int)		med
0022e4f0	260	float	near	lift	84.43	002d3ecc	_ZN2sa5EVENT14set_mirror_seqERNS_10BIN_MIRROREP4TASK	sa::EVENT::set_mirror_seq(sa::BIN_MIRROR&, TASK*)		sim-high
0022f6b8	260	float	near	lift	53.05	002d1d98	_ZN2sa5EVENT7set_rotEPN2YS3OBJERN2kn7FVectorE	sa::EVENT::set_rot(YS::OBJ*, kn::FVector&)		med
0025d918	260	straight	near	lift	95.86	002fc3a0	_ZN2Tz6CmLoad5SetupEv	Tz::CmLoad::Setup()		high
0026b0f8	260	loop	near	lift	73.43	003a4940	_ZN2Tz7CmEquip15CtrlAutoConfirmEv	Tz::CmEquip::CtrlAutoConfirm()		sim-high
0027a6d8	260	branchy	near	ghidra	60.77	0038c05c	_ZN2Tz9CmAbility9UpdateNewEv	Tz::CmAbility::UpdateNew()		high
00280c38	260	branchy	near	lift	94.31	0031e484	_ZN2Tz12GumiGameOver7ControlEv	Tz::GumiGameOver::Control()		high
0028c3f0	260	loop	near	lift	93.42	00372690	_ZN2Tz8MenuItem4initEP9ALLOCATOR	Tz::MenuItem::init(ALLOCATOR*)		high
002ae660	260	loop	near	ghidra	61.40	003353ec	_ZN2Tz10JmComplete17isPuzzlePieceCompEi	Tz::JmComplete::isPuzzlePieceComp(int)		high
002e5fb8	260	loop	near	m2c	74.69	00657bc4	_ZN2Ti4Tim24initEPv	Ti::Tim2::init(void*)		sim-med
001213c0	256	loop	near	lift	96.06	000f4a0c	_ZN2kn8ModelSKL8showPartEPci	kn::ModelSKL::showPart(char*, int)		sim-vt-high
00130c18	256	float	near	m2c	66.30	00101cd4	_ZN2kn16MotionPrototype023setConstraintActivationEf	kn::MotionPrototype0::setConstraintActivation(float)		sim-med
001ad838	256	loop	near	lift	89.06	006ccf28	_ZN2YS15WINDOW_TUTORIALD0Ev	YS::WINDOW_TUTORIAL::~WINDOW_TUTORIAL()		sim-high
001f5df8	256	branchy	near	lift	94.69	005a9954	pppKeBornRnd2	pppKeBornRnd2		sim-med
001f6030	256	branchy	near	lift	94.69	005a9be8	pppKeBornRnd3	pppKeBornRnd3		sim-sandwich
0024e9c0	256	loop	near	ghidra	87.55	003cf94c	_ZN2Tz4TTMY10SetupCMarkEv	Tz::TTMY::SetupCMark()		med
0025dde8	256	switch	near	ghidra	4.64	002fb920	_ZN2Tz6CmLoad13CtrlSlotCheckEv	Tz::CmLoad::CtrlSlotCheck()		high
0026a9f8	256	branchy	near	m2c	69.70	003a17b0	_ZN2Tz7CmEquip12DrawStockNumEiijjPN2dk13SpriteMessageE	Tz::CmEquip::DrawStockNum(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		med
00296da8	256	loop	near	ghidra	82.28	003582ec	_ZN2Tz8JmReport13PadSel2SelNumEi	Tz::JmReport::PadSel2SelNum(int)		high
002b6138	256	loop	near	m2c	67.01	0030db48	_ZN2Tz8CmSLBase12DrawListMessEiijjPN2dk13SpriteMessageE	Tz::CmSLBase::DrawListMess(int, int, unsigned int, unsigned int, dk::SpriteMessage*)		med
003259a0	256	loop	near	lift	87.17	006cc79c	_ZN2YS15WINDOW_TUTORIALD1Ev	YS::WINDOW_TUTORIAL::~WINDOW_TUTORIAL()		sim-high
00111e50	252	loop	near	lift	81.83	000e0f50	_ZN2kn6Friend20setPartyCharaAddressEv	kn::Friend::setPartyCharaAddress()		med
00135ad0	252	loop	near	ghidra	87.36	001042a0	_ZN2kn11ObjObserver11removeEntryEPN2YS3OBJE	kn::ObjObserver::removeEntry(YS::OBJ*)		sim-high
00179a68	252	float	near	lift	72.04	0047c494	_ZN2YS6PLAYER9add_driveEf	YS::PLAYER::add_drive(float)		high
00180a10	252	loop	near	m2c	47.35	0045b1b8	_ZN2YS6MOTION8check_ikEPN2kn8IKAdjustE	YS::MOTION::check_ik(kn::IKAdjust*)		med
001a2a50	252	loop	near	m2c	96.19	00436b7c	_ZN2YS4ITEM3UseEiiii	YS::ITEM::Use(int, int, int, int)		high
001ad638	252	loop	near	lift	79.12	004bdb58	_ZN2YS22WINDOW_SYSTEM_TUTORIALD1Ev	YS::WINDOW_SYSTEM_TUTORIAL::~WINDOW_SYSTEM_TUTORIAL()		sim-high
001ad738	252	loop	near	lift	79.12	006cc49c	_ZN2YS11WINDOW_BASED1Ev	YS::WINDOW_BASE::~WINDOW_BASE()		sim-vt-med
001b3e88	252	branchy	near	m2c	85.24	0047b1bc	_ZN2YS7PIERROT9damage_seEPNS_6DAMAGEE	YS::PIERROT::damage_se(YS::DAMAGE*)		high
001d7538	252	float	near	m2c	70.41	004859b8	_ZN2YS15PRIZE_COLOSSEUM11AppearTableERKN2kn7FVectorEPKNS_10PRIZETABLEE	YS::PRIZE_COLOSSEUM::AppearTable(kn::FVector const&, YS::PRIZETABLE const*)		sim-high
001dbe78	252	float	near	lift	77.05	00420790	_ZN2YS11CROWDEFFECT10appear_objERKN2kn7FVectorE	YS::CROWDEFFECT::appear_obj(kn::FVector const&)		sim-low
001e9d48	252	float	near	lift	73.19	005c2f14	_Z4apeaP11_pppPObjectP9PVertexApP10pppSVECTOR	apea(_pppPObject*, PVertexAp*, pppSVECTOR*)		sim-high
002308c8	252	loop	near	ghidra	77.62	002cf6fc	_ZN2sa5EVENT18set_bin_spline_seqERNS_14BIN_SPLINE_SEQE	sa::EVENT::set_bin_spline_seq(sa::BIN_SPLINE_SEQ&)		sim-low
0028b3c0	252	loop	near	m2c	95.32	00366bd8	_ZN2Tz6LaySeq6updateEv	Tz::LaySeq::update()		sim-high
002e9b58	252	loop	near	m2c	96.14	006224f4	_ZN2Ts15TARGET_SEARCHER3addEPN2YS3OBJEi	Ts::TARGET_SEARCHER::add(YS::OBJ*, int)		sim-high
002f12b0	252	float	near	m2c	62.23	005ea600	_ZN2dk4Turn5startEPN2YS3OBJEiff	dk::Turn::start(YS::OBJ*, int, float, float)		high
001214c0	248	loop	near	lift	95.94	000f4af8	_ZN2kn8ModelSKL8hidePartEPci	kn::ModelSKL::hidePart(char*, int)		sim-vt-high
001216a8	248	loop	near	lift	95.94	000f4cc0	_ZN2kn8ModelSKL12resetStealthEPci	kn::ModelSKL::resetStealth(char*, int)		sim-vt-high
0013a368	248	loop	near	lift	92.15	0005106c	_ZN2dk8Field2DD14restartCommandEv	dk::Field2DD::restartCommand()		med
001618f0	248	straight	near	ghidra	89.92	000480e0	_ZN2dk6Camera22createSingleCameraTaskEv	dk::Camera::createSingleCameraTask()		med
0018a008	248	float	near	ghidra	60.32	004d8ab8	_ZNK2YS6ANMATR12each_triggerEffPFvPKNS0_7TRIGGEREPvES4_	YS::ANMATR::each_trigger(float, float, void (*)(YS::ANMATR::TRIGGER const*, void*), void*) const		sim-med
00194120	248	float	near	lift	85.22	00468358	_ZN2YS3OBJ9exec_fadeEv	YS::OBJ::exec_fade()		med
001a2340	248	branchy	near	m2c	58.97	004980f4	_ZNK2YS5SHEET19adjust_combo_damageEiPKS0_PKNS_11ATTACKPARAME	YS::SHEET::adjust_combo_damage(int, YS::SHEET const*, YS::ATTACKPARAM const*) const		sim-med
001d61b8	248	branchy	near	lift	87.16	004d9740	_ZN2YS9ANTI_FORM9CheckFormEPNS_4SORAEi	YS::ANTI_FORM::CheckForm(YS::SORA*, int)		sim-high
002ab448	248	loop	near	ghidra	69.85	00344ef8	_ZN2Tz9JmNewInfo13CheckTreasureEv	Tz::JmNewInfo::CheckTreasure()		sim-high
002ad9f8	248	loop	near	lift	84.22	003333d4	_ZN2Tz10JmComplete13CheckTreasureEv	Tz::JmComplete::CheckTreasure()		high
002ed738	248	float	near	lift	79.76	00629798	_ZN2Ts19TRINITY_SHOT_EFFECT4mainEv	Ts::TRINITY_SHOT_EFFECT::main()		sim-high
00161df0	244	float	near	m2c	62.57	00048df0	_ZN2dk6Camera18crossFadeStartTaskEP4TASK	dk::Camera::crossFadeStartTask(TASK*)		med
0016a1b8	244	float	near	m2c	69.25	0045dd5c	_ZN2YS3OBJ8set_clsnEPv	YS::OBJ::set_clsn(void*)		med
0018ed18	244	loop	near	m2c	60.79	00407414	_ZN2YS19ATTACK_WORK_MANAGER5checkEv	YS::ATTACK_WORK_MANAGER::check()		high
0019d260	244	branchy	near	ghidra	77.85	004436dc	_ZN2YS6LOCKON11update_markEv	YS::LOCKON::update_mark()		high
001a0a48	244	float	near	lift	66.54	004ca968	_ZN2YS15ACTION_DUSKJUMP13calc_movementEPNS_3OBJE	YS::ACTION_DUSKJUMP::calc_movement(YS::OBJ*)		sim-med
001a2108	244	branchy	near	m2c	60.26	00497e30	_ZNK2YS5SHEET17adjust_game_levelEiPNS_6BTLOBJE	YS::SHEET::adjust_game_level(int, YS::BTLOBJ*) const		med
001cea48	244	branchy	near	m2c	81.15	004ec8d0	_ZN2YS10LIGHTCYCLE10check_turnEPNS_8TRPLAYEREPKNS_3PADE	YS::LIGHTCYCLE::check_turn(YS::TRPLAYER*, YS::PAD const*)		sim-high
001d3e40	244	loop	near	m2c	88.56	004419f8	_ZNK2YS11LIMIT_TABLE8can_execEv	YS::LIMIT_TABLE::can_exec() const		med
001d62b0	244	loop	near	ghidra	72.31	004d9438	_ZN2YS9ANTI_FORM6IsAntiEPNS_4SORAEPNS_7FORMRAME	YS::ANTI_FORM::IsAnti(YS::SORA*, YS::FORMRAM*)		sim-high
00244b38	244	branchy	near	m2c	75.03	003bf4b0	_ZN2Tz4HEFT11UpdateScoreEv	Tz::HEFT::UpdateScore()		med
0027c3e0	244	branchy	near	lift	65.90	00391200	_ZN2Tz9CmAbility8SelCheckEi	Tz::CmAbility::SelCheck(int)		high
00280148	244	straight	near	lift	93.70	0031caf0	_ZN2Tz9GumiPause12CreateAdviceEv	Tz::GumiPause::CreateAdvice()		sim-high
002926c0	244	straight	near	lift	96.72	00388078	_ZN2Tz8UnitLoad4InitEi	Tz::UnitLoad::Init(int)		sim-high
002ca4c0	244	branchy	near	lift	62.41	003e0320	_ZN2dk11WM_GLANDING6selectEv	dk::WM_GLANDING::select()		high
002caa50	244	straight	near	lift	89.18	003e094c	_ZN2dk11WM_GLANDING6createEPKci	dk::WM_GLANDING::create(char const*, int)		high
00322300	244	loop	near	m2c	90.34	006b6de8	_ZN2sa13MUSICAL_COMBOD0Ev	sa::MUSICAL_COMBO::~MUSICAL_COMBO()		sim-vt-high
00119d70	240	float	near	m2c	79.82	000e8fc0	_ZN2kn5Genie6potionEPNS_12FriendActionEPN2YS6TARGETEPPvb	kn::Genie::potion(kn::FriendAction*, YS::TARGET*, void**, bool)		med
0011e260	240	loop	near	lift	85.64	000f033c	_ZN2kn8ModelObj11bindTextureEPv	kn::ModelObj::bindTexture(void*)		sim-low
001215b8	240	loop	near	lift	95.81	000f4bdc	_ZN2kn8ModelSKL10setStealthEPci	kn::ModelSKL::setStealth(char*, int)		sim-vt-high
001384d0	240	loop	near	ghidra	76.72	00070c8c	_ZN2dk5Pause12pause_threadEP4TASK	dk::Pause::pause_thread(TASK*)		med
0016f520	240	branchy	near	lift	89.73	0046a84c	_ZNK2YS8OBJENTRY8get_msetEjPc	YS::OBJENTRY::get_mset(unsigned int, char*) const		sim-med
00176168	240	float	near	ghidra	73.01	00477e58	_ZN2YS5PARTY10set_weaponEji	YS::PARTY::set_weapon(unsigned int, int)		med
0017cd20	240	float	near	lift	82.22	00403658	_ZN2YS11ACTION_JUMP10party_jumpEPNS_3OBJEb	YS::ACTION_JUMP::party_jump(YS::OBJ*, bool)		sim-high
001c3060	240	loop	near	m2c	85.78	004c5818	_ZN2YS7ABILITY5checkEv	YS::ABILITY::check()		sim-high
001cd078	240	switch	near	lift	90.46	0048a680	_ZN2YS8PRIZE_TT10ExecDamageEPNS_6DAMAGEE	YS::PRIZE_TT::ExecDamage(YS::DAMAGE*)		sim-high
001d5f30	240	loop	near	m2c	96.08	0042f9f4	_ZN2YS10FORM_LEVEL6AddExpEPNS_6PLAYEREi	YS::FORM_LEVEL::AddExp(YS::PLAYER*, int)		med
001e1070	240	float	near	ghidra	71.35	00618124	_ZN3ryj5LASER6strikeEPN2YS6BTLOBJE	ryj::LASER::strike(YS::BTLOBJ*)		sim-high
001e8ac8	240	loop	near	lift	82.97	005a6f44	_Z14pppRunPartExecP9_pppMngSt	pppRunPartExec(_pppMngSt*)		sim-med
00228150	240	branchy	near	lift	95.25	002bd060	_ZN2sa5EVENT17event_task_createEi	sa::EVENT::event_task_create(int)		med
0022c108	240	branchy	near	lift	89.74	002c5a9c	_ZN2sa5EVENT14last_countdownEv	sa::EVENT::last_countdown()		high
0028d980	240	branchy	near	lift	95.30	0037687c	_ZN2Tz8MenuUtil10CreateMessEPN2dk13SpriteMessageEiiiPNS_6LayoutEiiiii	Tz::MenuUtil::CreateMess(dk::SpriteMessage*, int, int, int, Tz::Layout*, int, int, int, int, int)		high
002adfd0	240	loop	near	ghidra	87.48	00332500	_ZN2Tz10JmComplete10CheckStoryEv	Tz::JmComplete::CheckStory()		high
00147050	236	loop	near	ghidra	82.09	000ad2d4	_ZN2dk11OctDrawFile14findDrawObjectEiPNS_11ObjDrawListEiRi	dk::OctDrawFile::findDrawObject(int, dk::ObjDrawList*, int, int&)		sim-med
00152820	236	straight	near	ghidra	92.34	0005c250	_ZN2dk8LEVEL_UP7calcPosERiS1_S1_S1_Rj	dk::LEVEL_UP::calcPos(int&, int&, int&, int&, unsigned int&)		sim-high
0015b680	236	loop	near	m2c	92.62	000992c8	_ZN2dk3Exp5printERKN2kn7FVectorEii	dk::Exp::print(kn::FVector const&, int, int)		high
