ee_addr	dwarf_linkage	tier	static	arity	ret	text	decl_file
00101ea8	_ZN9GAME_MODE8ExecTaskEP4TASK	sim-med	1	1		GAME_MODE::ExecTask(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gamemode.cpp
00102180	_ZN9GAME_MODE11getExecModeEPPS_	med	1	1	int	GAME_MODE::getExecMode(GAME_MODE **) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gamemode.cpp
001021f0	_ZN9GAME_MODE6enableEv	high	1	0		GAME_MODE::enable() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gamemode.cpp
00102210	_ZN9GAME_MODE10getCurrentEv	sim-sib-med	1	0	GAME_MODE *	GAME_MODE::getCurrent() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gamemode.cpp
00102350	_ZN4TASK4execEv	sim-rerun-med	0	1		TASK::exec(TASK *)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102448	_ZN4TASK5sleepEi	sim-sib-high	0	2		TASK::sleep(TASK *, int)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102470	_ZN4TASK5sleepEf	sim-sib-med	0	2		TASK::sleep(TASK *, float)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
001024b0	_ZN12TASK_MANAGER6CreateEP9ALLOCATOR	sim-rerun-high	1	1	TASK_MANAGER *	TASK_MANAGER::Create(ALLOCATOR *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102528	_ZN12TASK_MANAGER4linkEP4TASK	med	0	2		TASK_MANAGER::link(TASK_MANAGER *, TASK *)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102750	_ZN12TASK_MANAGER7destroyEv	med	0	1		TASK_MANAGER::destroy(TASK_MANAGER *)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102818	_ZN12TASK_MANAGER13create_threadEiiPFvP4TASKEi	high	0	5	TASK *	TASK_MANAGER::create_thread(TASK_MANAGER *, int, int, TASK_FUNC, int)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
001029e8	_ZN12TASK_MANAGER8exec_allEv	med	0	1		TASK_MANAGER::exec_all(TASK_MANAGER *)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102a08	_ZN12TASK_MANAGER5countEv	sim-rerun2-med	0	1	int	TASK_MANAGER::count(TASK_MANAGER *)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102a38	_ZN12TASK_MANAGER8is_existEPFvP4TASKE	sim-sib-high	0	2	bool	TASK_MANAGER::is_exist(TASK_MANAGER *, TASK_FUNC)	C:/hd25/kingdom2/common/WIN/taskWIN.cpp
00102a70	_ZN5FIELD5StartEP4TASK	med	1	1		FIELD::Start(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/field.cpp
00102b90	_ZN5FIELD6EnsureEP4TASK	med	1	1		FIELD::Ensure(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/field.cpp
00102bd8	_ZN5FIELD4InitEv	med	1	0		FIELD::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/field.cpp
00102c48	_ZN5FIELD12CreateThreadEiiPFvP4TASKEi	med	1	4	TASK *	FIELD::CreateThread(int, int, TASK_FUNC, int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/field.cpp
00102d10	_ZN5TITLE5StartEP4TASK	sim-rerun2-med	1	1		TITLE::Start(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102dc0	_ZN5TITLE6EnsureEP4TASK	sim-gap-med	1	1		TITLE::Ensure(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102e40	_ZN5TITLE8BootInitEv	sim-sandwich	1	0		TITLE::BootInit() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102e90	_ZN5TITLE12GetAllocatorEv	sim-sandwich	1	0	kn::MemoryAllocator *	TITLE::GetAllocator() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102ea0	_ZN5TITLE5AllocEj	sim-sandwich	1	1	void *	TITLE::Alloc(size_t) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102ed8	_ZN5TITLE4FreeEPv	sim-sandwich	1	1		TITLE::Free(void *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102f08	_ZN5TITLE10CreateTaskEiiPFvP4TASKE	sim-rerun-med	1	3	TASK *	TITLE::CreateTask(int, int, TASK_FUNC) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
00102ff0	_ZN5TITLE15SetFindClearKH2Eb	sim-sib-med	1	1		TITLE::SetFindClearKH2(bool) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/title.cpp
001031d0	_ZN4MENU6EnsureEP4TASK	med	1	1		MENU::Ensure(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103398	_ZN4MENU13Type2MenuModeEi	sim-rerun-med	1	1	int	MENU::Type2MenuMode(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103428	_ZN4MENU11isPauseMenuEi	sim-rerun2-med	1	1	bool	MENU::isPauseMenu(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103560	_ZN4MENU14getReserveTypeEv	sim-sib-med	1	0	int	MENU::getReserveType() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103570	_ZN4MENU12GetAllocatorEv	high	1	0	kn::MemoryAllocator *	MENU::GetAllocator() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103590	_ZN4MENU15CreateAllocatorEiPN2kn15MemoryAllocatorE	high	1	2		MENU::CreateAllocator(int, kn::MemoryAllocator *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
001036d0	_ZN4MENU15CreateAllocatorEPcj	sim-high	1	2		MENU::CreateAllocator(char *, u_int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
001037b8	_ZN4MENU14createExecTaskEv	med	1	0		MENU::createExecTask() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
001037f8	_ZN4MENU13pauseExecTaskEP4TASK	high	1	1		MENU::pauseExecTask(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
001039f8	_ZN4MENU9pauseExitEv	sim-sib-high	1	0		MENU::pauseExit() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103b48	_ZN4MENU10CreateTaskEiiPFvP4TASKE	sim-med	1	3	TASK *	MENU::CreateTask(int, int, TASK_FUNC) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103c60	_ZN4MENU11GetGameModeEv	sim-sib-med	1	0	int	MENU::GetGameMode() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103ca0	_ZN4MENU7MapJumpEv	med	1	0		MENU::MapJump() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103ea0	_ZN4MENU20SetPauseExitCallBackEPFvvE	sim-rerun2-med	1	1		MENU::SetPauseExitCallBack(MenuCallBack) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/menu.cpp
00103f68	_ZN10GUMIBATTLE5StartEP4TASK	med	1	1		GUMIBATTLE::Start(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumibattle.cpp
00104080	_ZN10GUMIBATTLE4InitEv	med	1	0		GUMIBATTLE::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumibattle.cpp
00104108	_ZN10GUMIBATTLE23ChangeGameModeFromPauseEv	med	1	0		GUMIBATTLE::ChangeGameModeFromPause() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumibattle.cpp
001041a0	_Z20getGumiBattleStageNov	sim-rerun2-med	0	0	int	getGumiBattleStageNo()	C:/hd25/kingdom2/common/gumibattle.cpp
001043e8	_ZN8GUMIMENU5StartEP4TASK	med	1	1		GUMIMENU::Start(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumimenu.cpp
001044f0	_ZN8GUMIMENU6EnsureEP4TASK	med	1	1		GUMIMENU::Ensure(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumimenu.cpp
00104560	_ZN8GUMIMENU4InitEv	med	1	0		GUMIMENU::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumimenu.cpp
00104588	_ZN8GUMIMENU10CreateTaskEiiPFvP4TASKE	med	1	3	TASK *	GUMIMENU::CreateTask(int, int, TASK_FUNC) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/gumimenu.cpp
00104a48	_ZN4AREA10InitThreadEP4TASK	med	1	1		AREA::InitThread(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/area.cpp
00104cc0	_ZN4AREA9StartTaskEP4TASK	med	1	1		AREA::StartTask(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/area.cpp
00104e18	_ZN4AREA4ExitEv	med	1	0		AREA::Exit() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/area.cpp
00104f58	_ZN4AREA7MapJumpERS_jibi	high	1	5		AREA::MapJump(AREA &, u_int, int, bool, int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/area.cpp
001051b8	_ZNK4AREA4to_sEv	sim-rerun2-high	0	1	const char *	AREA::to_s(const AREA *)	C:/hd25/kingdom2/common/area.cpp
00105370	_ZN4AREA15CreateAllocatorEjj	high	1	2		AREA::CreateAllocator(const size_t, const size_t) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/area.cpp
00105c68	_ZN4SHOP5StartEP4TASK	med	1	1		SHOP::Start(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/shop.cpp
00105d50	_ZN4SHOP4InitEv	med	1	0		SHOP::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/shop.cpp
00105d78	_ZN4SHOP10CreateTaskEiiPFvP4TASKE	med	1	3	TASK *	SHOP::CreateTask(int, int, TASK_FUNC) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/shop.cpp
00105de0	_ZN4SHOP9StartMenuEi	sim-med	1	1		SHOP::StartMenu(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/shop.cpp
00105f98	_ZN8WORLDMAP20getGumiStageEntranceEv	sim-sib-med	1	0	int	WORLDMAP::getGumiStageEntrance() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/worldmap.cpp
00105fc8	_ZN8WORLDMAP14gumiToWorldMapEv	sim-high	1	0		WORLDMAP::gumiToWorldMap() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/common/worldmap.cpp
001060e0	_ZN2kn15MemoryAllocatorC1Ejj	sim-rerun-med	0	3		kn::MemoryAllocator::MemoryAllocator(kn::MemoryAllocator *, u_int, u_int)	C:/hd25/kingdom2/naka/libkn/memory.cpp
001064a8	_ZN2kn5vrandEj	sim-rerun2-high	1	1	u_int	kn::vrand(u_int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vrand.cpp
00106558	_ZN2kn6vrandfEf	sim-rerun2-high	1	1	float	kn::vrandf(float) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vrand.cpp
001065a8	_ZN2kn6vrandfEff	sim-sib-high	1	2	float	kn::vrandf(float, float) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vrand.cpp
001069a8	_ZN2kn13isCameraMultiEv	med	1	0	bool	kn::isCameraMulti() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106a08	_ZN2kn15getCameraNumberEv	sim-rerun-med	1	0	int	kn::getCameraNumber() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106a18	_ZN2kn13getProjectionEb	high	1	1	kn::Projection &	kn::getProjection(bool) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106a60	_ZN2kn9getCameraEb	med	1	1	kn::Camera &	kn::getCamera(bool) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106c08	_ZN2kn10Projection10calcMatrixEv	high	0	1		kn::Projection::calcMatrix(kn::Projection *)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106d40	_ZN2kn10Projection3setEfffffffffff	high	0	12		kn::Projection::set(kn::Projection *, float, float, float, float, float, float, float, float, float, float, float)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106de8	_ZN2kn10Projection6setFOVEfNS0_4WorHE	high	0	3		kn::Projection::setFOV(kn::Projection *, float, kn::Projection::WorH)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106f40	_ZNK2kn10Projection7W2H_FOVEf	med	0	2	float	kn::Projection::W2H_FOV(const kn::Projection *, float)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00106fe8	_ZN2kn10Projection10setScreenZEf	sim-med	0	2		kn::Projection::setScreenZ(kn::Projection *, float)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107118	_ZN2kn6Camera10calcMatrixEv	med	0	1		kn::Camera::calcMatrix(kn::Camera *)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107288	_ZN2kn6Camera6lookAtERKNS_7FVectorES3_S3_	sim-sib-med	0	4		kn::Camera::lookAt(kn::Camera *, const kn::FVector &, const kn::FVector &, const kn::FVector &)	C:/hd25/kingdom2/naka/libkn/camera.cpp
001072d0	_ZN2kn6Camera6lookAtERKNS_7FVectorES3_	high	0	3		kn::Camera::lookAt(kn::Camera *, const kn::FVector &, const kn::FVector &)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107300	_ZN2kn6Camera6lookAtERKNS_7FVectorES3_f	med	0	4		kn::Camera::lookAt(kn::Camera *, const kn::FVector &, const kn::FVector &, float)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107368	_ZNK2kn6Camera11getPositionERNS_7FVectorE	high	0	2		kn::Camera::getPosition(const kn::Camera *, kn::FVector &)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107388	_ZNK2kn6Camera17getMatrixPositionEv	sim-sandwich	0	1		kn::Camera::getMatrixPosition(const kn::Camera *)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107478	_ZNK2kn6Camera12getReferenceERNS_7FVectorE	med	0	2		kn::Camera::getReference(const kn::Camera *, kn::FVector &)	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107888	_ZN2kn11camera_taskEP4TASK	high	1	1		kn::camera_task(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/camera.cpp
00107a90	_ZN2gb13PLAYER_CAMERA4execEv	sim-high	0	1		gb::PLAYER_CAMERA::exec(gb::PLAYER_CAMERA *)	C:/hd25/kingdom2/ovl_gumibattle/camera.cpp
00107d20	_ZN2kn8ModelObj11drawShadow_ERKNS_16ProjectionCameraEPNS_9DrawParamEPsS3_S3_PPN2dk11ObjDrawListENS_11SHADOW_SIZEE	sim-med	0	8		kn::ModelObj::drawShadow_(kn::ModelObj *, const kn::ProjectionCamera &, kn::DrawParam *, short *, const kn::ProjectionCamera &, const kn::ProjectionCamera &, dk::ObjDrawList **, kn::SHADOW_SIZE)	C:/hd25/kingdom2/naka/libkn/PS2/modelPS2.cpp
00108080	_ZN2kn5GSEnvC1Ev	sim-high	0	1		kn::GSEnv::GSEnv(kn::GSEnv *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108398	_ZN2kn15SendImageStructC1Ev	sim-med	0	1		kn::SendImageStruct::SendImageStruct(kn::SendImageStruct *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
001084f0	_ZN2kn16TextureEnvStructC1Ev	sim-med	0	1		kn::TextureEnvStruct::TextureEnvStruct(kn::TextureEnvStruct *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
001085a8	_ZN2kn10PartsColor9setPacketEPNS_16Vif1PacketBufferEPh	sim-med	1	2		kn::PartsColor::setPacket(kn::Vif1PacketBuffer *, u_char *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108698	_ZN2kn9DrawParamC1Ev	sim-med	0	1		kn::DrawParam::DrawParam(kn::DrawParam *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108730	_ZN2kn9DrawParam9setPacketEPNS_16Vif1PacketBufferE	sim-med	0	2	kn::VU1Param *	kn::DrawParam::setPacket(kn::DrawParam *, kn::Vif1PacketBuffer *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108930	_ZN2kn9DrawParam13getPartsColorEi	sim-med	0	2	u_char *	kn::DrawParam::getPartsColor(kn::DrawParam *, int)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108998	_ZN2kn14VU1DrawContext20setVU1DrawDefaultEnvEv	sim-rerun-med	0	1		kn::VU1DrawContext::setVU1DrawDefaultEnv(kn::VU1DrawContext *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108a10	_ZN2kn14VU1DrawContext19setSystemDefaultEnvEv	sim-rerun-med	0	1		kn::VU1DrawContext::setSystemDefaultEnv(kn::VU1DrawContext *)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108ae0	_ZN2kn14VU1DrawContext14setPacketForceEjyyyyyy	sim-high	0	8		kn::VU1DrawContext::setPacketForce(kn::VU1DrawContext *, u_int, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108c00	_ZN2kn14VU1DrawContext9setPacketEjyyyyyy	sim-high	0	8		kn::VU1DrawContext::setPacket(kn::VU1DrawContext *, u_int, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108d68	_ZN2kn14VU1DrawContext8setFRAMEEy	sim-med	0	2	ULONGLONG	kn::VU1DrawContext::setFRAME(kn::VU1DrawContext *, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108dd8	_ZN2kn14VU1DrawContext7setZBUFEy	sim-med	0	2	ULONGLONG	kn::VU1DrawContext::setZBUF(kn::VU1DrawContext *, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108e48	_ZN2kn14VU1DrawContext7setTESTEy	sim-med	0	2	ULONGLONG	kn::VU1DrawContext::setTEST(kn::VU1DrawContext *, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108eb8	_ZN2kn14VU1DrawContext8setALPHAEy	sim-med	0	2	ULONGLONG	kn::VU1DrawContext::setALPHA(kn::VU1DrawContext *, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00108f98	_ZN2kn14VU1DrawContext8setRGBAQEy	sim-med	0	2	ULONGLONG	kn::VU1DrawContext::setRGBAQ(kn::VU1DrawContext *, ULONGLONG)	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
001091c8	_ZN2kn7VU1Draw11allocBufferEP9ALLOCATORjj	sim-rerun-med	1	3		kn::VU1Draw::allocBuffer(ALLOCATOR *, u_int, u_int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109280	_ZN2kn7VU1Draw10freeBufferEP9ALLOCATOR	sim-rerun-med	1	1		kn::VU1Draw::freeBuffer(ALLOCATOR *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
001093c8	_ZN2kn7VU1Draw13setModePacketEPNS_16Vif1PacketBufferEjjjjj	sim-med	1	6	void *	kn::VU1Draw::setModePacket(kn::Vif1PacketBuffer *, u_int, u_int, u_int, u_int, u_int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109788	_ZN2kn7VU1Draw10entryImageEPNS_16Vif1PacketBufferEPNS_15SendImagePacketE	sim-med	1	2	ULONGLONG	kn::VU1Draw::entryImage(kn::Vif1PacketBuffer *, kn::SendImagePacket *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109c30	_ZN2kn7VU1Draw12getDrawQueueEv	sim-med	1	0	kn::DrawQueue *	kn::VU1Draw::getDrawQueue() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109d00	_ZN2kn7VU1Draw4drawEPNS_8ModelObjEPNS_9DrawParamEPNS_5ModelEPPN3Axa11DMA_SET_TAGEPc	sim-high	1	5	kn::DrawQueue *	kn::VU1Draw::draw(kn::ModelObj *, kn::DrawParam *, kn::Model *, LPMODELDATA *, char *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109e18	_ZN2kn7VU1Draw5closeEv	sim-rerun-med	1	0	u_int	kn::VU1Draw::close() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109e30	_ZN2kn7VU1Draw4kickEb	sim-rerun-med	1	1	u_int	kn::VU1Draw::kick(bool) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
00109e90	_ZN2kn7VU1Draw4waitEv	sim-rerun-med	1	0		kn::VU1Draw::wait() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010a7d8	_ZN2kn7VU1Draw11setFogColorEhhh	sim-rerun-high	1	3		kn::VU1Draw::setFogColor(u_char, u_char, u_char) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010a800	_ZN2kn7VU1Draw11getFogColorEPhS1_S1_	sim-rerun-med	1	3		kn::VU1Draw::getFogColor(u_char *, u_char *, u_char *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010a828	_ZN2kn7VU1Draw11setFogRangeEff	sim-rerun-high	1	2		kn::VU1Draw::setFogRange(float, float) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010a8a8	_ZN2kn7VU1Draw13setFogLimiterEff	sim-rerun-high	1	2		kn::VU1Draw::setFogLimiter(float, float) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010a918	_ZN2kn7VU1Draw9shadowEnvENS_11SHADOW_SIZEE	sim-sib-high	1	1		kn::VU1Draw::shadowEnv(kn::SHADOW_SIZE) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010ab08	_ZN2kn7VU1Draw17shadowTextureSoftENS_11SHADOW_SIZEE	sim-sib-med	1	1		kn::VU1Draw::shadowTextureSoft(kn::SHADOW_SIZE) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010ab80	_ZN2kn7VU1Draw19frameBuffer2TextureEv	sim-rerun-med	1	0		kn::VU1Draw::frameBuffer2Texture() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010abb8	_ZN2kn7VU1Draw8setPhaseENS0_5PHASEE	sim-rerun-med	1	1	kn::VU1Draw::PHASE	kn::VU1Draw::setPhase(kn::VU1Draw::PHASE) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010ae90	_ZN2kn7VU1Draw10getContextEv	sim-rerun-high	1	0	kn::VU1DrawContext &	kn::VU1Draw::getContext() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
0010b620	_ZN2kn6VecSet3setERKNS_7FVectorES3_	med	0	3		kn::VecSet::set(kn::VecSet *, const kn::FVector &, const kn::FVector &)	C:/hd25/kingdom2/naka/libkn/friend.cpp
0010c078	_ZN2kn6FriendC1EPKN2YS8OBJENTRYERKNS_7FVectorEf	sim-high	0	4		kn::Friend::Friend(kn::Friend *, const YS::OBJENTRY *, const kn::FVector &, float)	C:/hd25/kingdom2/naka/libkn/friend.cpp
0010c850	_ZN2kn6Friend13_OVR__destroyEv	sim-med	0	1		kn::Friend::_OVR__destroy(kn::Friend *)	C:/hd25/kingdom2/naka/libkn/friend.cpp
0010c940	_ZN2kn6Friend4jumpEfi	sim-high	0	3		kn::Friend::jump(kn::Friend *, float, int)	C:/hd25/kingdom2/naka/libkn/friend.cpp
