ee_addr	dwarf_linkage	tier	static	arity	ret	text	decl_file
00185658	_ZN2YS3OBJ6VTABLEINS_6WEAPONEE8_destroyEPS0_	sim-gap-med	0	2		YS::OBJ::VTABLE<YS::WEAPON>::_destroy(YS::OBJ::VTABLE<YS::WEAPON> *, YS::OBJ *)	C:/hd25/kingdom2/yasui/../yasui/libys/obj.h
00185880	_ZN2YS12WEAPON_ENTRY7SysInitEPj	sim-rerun-med	1	1		YS::WEAPON_ENTRY::SysInit(u_int *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/weapon.cpp
00185910	_ZN2YS11WEAPON_MSET7SysInitEPv	sim-rerun-med	1	1		YS::WEAPON_MSET::SysInit(void *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/weapon.cpp
00185920	_ZN2YS11WEAPON_MSET11GetFilenameEiiPc	sim-rerun-med	1	3	const char *	YS::WEAPON_MSET::GetFilename(int, int, char *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/weapon.cpp
00185988	_ZN2YS6WEAPON5locusEv	sim-high	0	1		YS::WEAPON::locus(YS::WEAPON *)	C:/hd25/kingdom2/yasui/libys/weapon.cpp
00185ac0	_ZN2YS6WEAPON8is_equipEv	sim-high	0	1	bool	YS::WEAPON::is_equip(YS::WEAPON *)	C:/hd25/kingdom2/yasui/libys/weapon.cpp
00185b70	_ZN2YS5ENEMYC1EPKNS_8OBJENTRYERKN2kn7FVectorEf	sim-med	0	4		YS::ENEMY::ENEMY(YS::ENEMY *, const YS::OBJENTRY *, const kn::FVector &, float)	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185c48	_ZN2YS5ENEMY13_OVR_pre_execEv	med	0	1		YS::ENEMY::_OVR_pre_exec(YS::ENEMY *)	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185cb8	_ZN2YS5ENEMY16_OVR_exec_damageEPNS_6DAMAGEE	sim-high	0	2		YS::ENEMY::_OVR_exec_damage(YS::ENEMY *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185d10	_ZN2YS5ENEMY10_OVR__deadEv	med	0	1		YS::ENEMY::_OVR__dead(YS::ENEMY *)	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185d98	_ZN2YS5ENEMY4InitEv	med	1	0		YS::ENEMY::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185da8	_ZN2YS5ENEMY4EachEPS0_	high	1	1	YS::ENEMY *	YS::ENEMY::Each(YS::ENEMY *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185de0	_ZN2YS5ENEMY15GetLastAttackerEv	med	1	0	YS::OBJ *	YS::ENEMY::GetLastAttacker() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185e20	_ZN2YS5ENEMY12StopStartAllEi	high	1	1		YS::ENEMY::StopStartAll(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/enemy.cpp
00185f70	_ZN2YS6BTLOBJC1EPKNS_8OBJENTRYEjRKN2kn7FVectorEf	sim-high	0	5		YS::BTLOBJ::BTLOBJ(YS::BTLOBJ *, const YS::OBJENTRY *, u_int, const kn::FVector &, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186008	_ZN2YS6BTLOBJ13_OVR__destroyEv	sim-med	0	1		YS::BTLOBJ::_OVR__destroy(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186020	_ZN2YS6BTLOBJ14_OVR_leave_reqEv	med	0	1		YS::BTLOBJ::_OVR_leave_req(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186078	_ZN2YS6BTLOBJ4EachEPS0_	med	1	1	YS::BTLOBJ *	YS::BTLOBJ::Each(YS::BTLOBJ *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001861d4	_ZN2YS6BTLOBJ25_OVR_exec_damage_reactionEPNS_6DAMAGEE	med	0	2		YS::BTLOBJ::_OVR_exec_damage_reaction(YS::BTLOBJ *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186478	_ZN2YS6BTLOBJ22exec_damage_small_spotEPNS_6DAMAGEE	sim-high	0	2		YS::BTLOBJ::exec_damage_small_spot(YS::BTLOBJ *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186590	_ZN2YS6BTLOBJ22_exec_damage_small_airEPNS_6DAMAGEEfi	sim-high	0	4		YS::BTLOBJ::_exec_damage_small_air(YS::BTLOBJ *, YS::DAMAGE *, float, int)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186740	_ZN2YS6BTLOBJ16exec_damage_blowEPNS_6DAMAGEEiiff	med	0	6		YS::BTLOBJ::exec_damage_blow(YS::BTLOBJ *, YS::DAMAGE *, int, int, float, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186988	_ZN2YS6BTLOBJ17exec_damage_largeEPNS_6DAMAGEEf	high	0	3		YS::BTLOBJ::exec_damage_large(YS::BTLOBJ *, YS::DAMAGE *, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186a90	_ZN2YS6BTLOBJ11set_hitbackERKN2kn7FVectorEf	high	0	3		YS::BTLOBJ::set_hitback(YS::BTLOBJ *, const kn::FVector &, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186b90	_ZN2YS6BTLOBJ12exec_hitbackEv	med	0	1		YS::BTLOBJ::exec_hitback(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186ce8	_ZN2YS6BTLOBJ16is_damage_motionEv	high	0	1	bool	YS::BTLOBJ::is_damage_motion(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186d18	_ZN2YS6BTLOBJ17is_reflect_motionEv	med	0	1	bool	YS::BTLOBJ::is_reflect_motion(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186d48	_ZN2YS6BTLOBJ10add_damageEPNS_6DAMAGEE	med	0	2		YS::BTLOBJ::add_damage(YS::BTLOBJ *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186ec0	_ZN2YS6BTLOBJ17_OVR_is_withstandEPNS_6DAMAGEE	sim-med	0	2	bool	YS::BTLOBJ::_OVR_is_withstand(YS::BTLOBJ *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00186fd8	_ZN2YS6BTLOBJ20_OVR_exec_reflect_bgEPNS_6ATTACKE	sim-high	0	2		YS::BTLOBJ::_OVR_exec_reflect_bg(YS::BTLOBJ *, YS::ATTACK *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187018	_ZN2YS6BTLOBJ20exec_reflect_defaultEPNS_6ATTACKES2_if	high	0	5		YS::BTLOBJ::exec_reflect_default(YS::BTLOBJ *, YS::ATTACK *, YS::ATTACK *, int, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001871c8	_ZN2YS6BTLOBJ15_turn_to_targetEfRKNS_6TARGETE	sim-high	0	3	bool	YS::BTLOBJ::_turn_to_target(YS::BTLOBJ *, float, const YS::TARGET &)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001872e0	_ZN2YS6BTLOBJ14turn_to_targetEf	sim-med	0	2	bool	YS::BTLOBJ::turn_to_target(YS::BTLOBJ *, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187300	_ZN2YS6BTLOBJ21_turn_to_target_rangeEfRKNS_6TARGETE	sim-high	0	3	bool	YS::BTLOBJ::_turn_to_target_range(YS::BTLOBJ *, float, const YS::TARGET &)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187400	_ZN2YS6BTLOBJ20turn_to_target_rangeEf	sim-med	0	2	bool	YS::BTLOBJ::turn_to_target_range(YS::BTLOBJ *, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187420	_ZN2YS6BTLOBJ14turn_to_lockonEf	sim-high	0	2	bool	YS::BTLOBJ::turn_to_lockon(YS::BTLOBJ *, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001874a0	_ZN2YS6BTLOBJ20turn_to_lockon_rangeEf	sim-high	0	2	bool	YS::BTLOBJ::turn_to_lockon_range(YS::BTLOBJ *, float)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187520	_ZN2YS6BTLOBJ11_OVR_add_hpEiib	high	0	4	int	YS::BTLOBJ::_OVR_add_hp(YS::BTLOBJ *, int, int, bool)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187650	_ZN2YS6BTLOBJ6add_mpEib	high	0	3	int	YS::BTLOBJ::add_mp(YS::BTLOBJ *, int, bool)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001877a0	_ZN2YS6BTLOBJ12bind_hitmarkEPN3ryj3PAXEi	high	0	3		YS::BTLOBJ::bind_hitmark(YS::BTLOBJ *, ryj::PAX *, int)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187850	_ZN2YS6BTLOBJ10_OVR__deadEv	high	0	1		YS::BTLOBJ::_OVR__dead(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
001878e8	_ZN2YS6BTLOBJ13reset_tornadoEv	sim-med	0	1		YS::BTLOBJ::reset_tornado(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187920	_ZN2YS6BTLOBJ12_OVR_is_starEv	med	0	1	bool	YS::BTLOBJ::_OVR_is_star(YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/btlobj.cpp
00187a18	_ZN2YS3ACT5TABLE3addEPKciiPi	sim-med	0	5		YS::ACT::TABLE::add(YS::ACT::TABLE *, const char *, int, int, int *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00187b90	_ZN2YS3ACT4stopEv	high	0	1		YS::ACT::stop(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00187be8	_ZN2YS3ACT11check_startEv	med	0	1	bool	YS::ACT::check_start(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00187ca0	_ZN2YS3ACT4execEv	high	0	1		YS::ACT::exec(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00187e58	_ZN2YS3ACT16is_damage_motionEv	high	0	1	bool	YS::ACT::is_damage_motion(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00187fd8	_ZN2YS3ACT5startEPKNS0_5TABLE4ELEME	med	0	2		YS::ACT::start(YS::ACT *, const YS::ACT::TABLE::ELEM *)	C:/hd25/kingdom2/yasui/libys/act.cpp
001880b0	_ZN2YS3ACT5startEPKc	high	0	2		YS::ACT::start(YS::ACT *, const char *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188170	_ZN2YS3ACT9pri_startEPKc	high	0	2		YS::ACT::pri_start(YS::ACT *, const char *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188250	_ZN2YS3ACT10child_pushEPKc	sim-med	0	2		YS::ACT::child_push(YS::ACT *, const char *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188340	_ZN2YS3ACT8callbackEiP8BD_VALUEi	high	0	4	bool	YS::ACT::callback(YS::ACT *, int, BD_VALUE *, int)	C:/hd25/kingdom2/yasui/libys/act.cpp
001883f8	_ZN2YS3ACT6damageEPNS_6DAMAGEE	med	0	2		YS::ACT::damage(YS::ACT *, YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188430	_ZN2YS3ACT7reflectEPNS_6ATTACKES2_	med	0	3		YS::ACT::reflect(YS::ACT *, YS::ATTACK *, YS::ATTACK *)	C:/hd25/kingdom2/yasui/libys/act.cpp
001884d0	_ZN2YS3ACT6listenEPKNS0_5SHOUTE	med	0	2		YS::ACT::listen(YS::ACT *, const YS::SHOUT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188550	_ZN2YS3ACT8ExecTaskEP4TASK	med	1	1		YS::ACT::ExecTask(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/act.cpp
00188670	_ZN2YS3ACT4InitEv	med	1	0		YS::ACT::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/act.cpp
00188738	_ZN2YS3ACT3endEv	high	0	1		YS::ACT::end(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
00188758	_ZN2YS3ACT11can_controlEv	med	0	1	bool	YS::ACT::can_control(YS::ACT *)	C:/hd25/kingdom2/yasui/libys/act.cpp
001888c8	_ZN2YS7PARTRAMC1Ev	sim-high	0	1		YS::PARTRAM::PARTRAM(YS::PARTRAM *)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188958	_ZN2YS7PARTRAM12set_item_maxEi	high	0	2		YS::PARTRAM::set_item_max(YS::PARTRAM *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188ac8	_ZN2YS7PARTRAM8rechargeEv	med	0	1		YS::PARTRAM::recharge(YS::PARTRAM *)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188bb0	_ZNK2YS7PARTRAM12get_next_expEi	med	0	2	int	YS::PARTRAM::get_next_exp(const YS::PARTRAM *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188c10	_ZN2YS7PARTRAM10pop_weaponEi	sim-med	0	2		YS::PARTRAM::pop_weapon(YS::PARTRAM *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188c30	_ZN2YS14SAVERAM_BATTLEC1Ev	sim-high	0	1		YS::SAVERAM_BATTLE::SAVERAM_BATTLE(YS::SAVERAM_BATTLE *)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188fc0	_ZN2YS14SAVERAM_BATTLE8new_gameEv	sim-med	0	1		YS::SAVERAM_BATTLE::new_game(YS::SAVERAM_BATTLE *)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00188fe0	_ZN2YS14SAVERAM_BATTLE11get_partramEi	high	0	2	YS::PARTRAM *	YS::SAVERAM_BATTLE::get_partram(YS::SAVERAM_BATTLE *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
001890a8	_ZN2YS14SAVERAM_BATTLE14inc_kill_countEi	med	0	2		YS::SAVERAM_BATTLE::inc_kill_count(YS::SAVERAM_BATTLE *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00189108	_ZN2YS14SAVERAM_BATTLE14get_kill_countEi	sim-med	0	2	u_int	YS::SAVERAM_BATTLE::get_kill_count(YS::SAVERAM_BATTLE *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00189200	_ZN2YS14SAVERAM_BATTLE11get_formramEi	high	0	2	YS::FORMRAM *	YS::SAVERAM_BATTLE::get_formram(YS::SAVERAM_BATTLE *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00189228	_ZN2YS14SAVERAM_BATTLE11inc_rccountEi	med	0	2		YS::SAVERAM_BATTLE::inc_rccount(YS::SAVERAM_BATTLE *, int)	C:/hd25/kingdom2/yasui/libys/saveram.cpp
00189258	_ZN2YS6ANMATR5ResetEPNS_6MOTIONE	sim-high	1	1		YS::ANMATR::Reset(YS::MOTION *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
001892d8	_ZN2YS6ANMATR18CheckRangeCallbackEPKNS0_5RANGEEPv	sim-high	1	2		YS::ANMATR::CheckRangeCallback(const YS::ANMATR::RANGE *, void *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
001897d4	_ZN2YS6ANMATR19ExecTriggerCallbackEPKNS0_7TRIGGEREPv	sim-high	1	2		YS::ANMATR::ExecTriggerCallback(const YS::ANMATR::TRIGGER *, void *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
00189d38	_ZN2YS6ANMATR13TriggerEffectEPNS_6MOTIONEPKNS0_7TRIGGERE	sim-high	1	2		YS::ANMATR::TriggerEffect(YS::MOTION *, const YS::ANMATR::TRIGGER *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
00189e18	_ZN2YS6ANMATR15ReactionCommandEPNS_3OBJEii	sim-high	1	3		YS::ANMATR::ReactionCommand(YS::OBJ *, int, int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
00189f20	_ZNK2YS6ANMATR10each_rangeEfPFvPKNS0_5RANGEEPvES4_	sim-med	0	4		YS::ANMATR::each_range(const YS::ANMATR *, float, void (*)(const YS::ANMATR::RANGE *, void *), void *)	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
0018a008	_ZNK2YS6ANMATR12each_triggerEffPFvPKNS0_7TRIGGEREPvES4_	sim-med	0	5		YS::ANMATR::each_trigger(const YS::ANMATR *, float, float, void (*)(const YS::ANMATR::TRIGGER *, void *), void *)	C:/hd25/kingdom2/yasui/libys/anmatr.cpp
0018a100	_ZN2YS14COLLISION_DATA9next_elemEiPKNS_14COLLISION_ELEME	med	0	3	const YS::COLLISION_ELEM *	YS::COLLISION_DATA::next_elem(YS::COLLISION_DATA *, int, const YS::COLLISION_ELEM *)	C:/hd25/kingdom2/yasui/libys/collision.cpp
0018a1b8	_ZN2YS14COLLISION_DATA6selectEjPKNS_14COLLISION_ELEME	med	0	3	const YS::COLLISION_ELEM *	YS::COLLISION_DATA::select(YS::COLLISION_DATA *, u_int, const YS::COLLISION_ELEM *)	C:/hd25/kingdom2/yasui/libys/collision.cpp
0018a818	_ZN2YS9COLLISION3setEPNS_3OBJEPKNS_14COLLISION_ELEME	high	0	3		YS::COLLISION::set(YS::COLLISION *, YS::OBJ *, const YS::COLLISION_ELEM *)	C:/hd25/kingdom2/yasui/libys/collision.cpp
0018acd8	_ZN2YS3NPC14set_time_paramEPNS0_10TIME_PARAME	med	0	2		YS::NPC::set_time_param(YS::NPC *, YS::NPC::TIME_PARAM *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018ad18	_ZN2YS3NPC15_OVR_initializeEv	sim-high	0	1		YS::NPC::_OVR_initialize(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018ae30	_ZN2YS3NPC13_OVR_pre_execEv	sim-high	0	1		YS::NPC::_OVR_pre_exec(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b1d8	_ZN2YS3NPC8talk_eyeEv	sim-med	0	1	bool	YS::NPC::talk_eye(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b200	_ZN2YS3NPC12before_checkEv	high	0	1		YS::NPC::before_check(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b288	_ZN2YS3NPC11before_talkERKN2kn7FVectorEf	med	0	3		YS::NPC::before_talk(YS::NPC *, const kn::FVector &, float)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b338	_ZN2YS3NPC10after_talkEf	high	0	2		YS::NPC::after_talk(YS::NPC *, float)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b478	_ZN2YS3NPC16check_run_actionEv	med	0	1		YS::NPC::check_run_action(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018b7f8	_ZN2YS3NPC13check_in_zoneEv	sim-high	0	1		YS::NPC::check_in_zone(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018bae8	_ZN2YS3NPC16check_friendshipEPPKNS_19UNIT_DATA_RTN_PARAME	med	0	2	YS::NPC *	YS::NPC::check_friendship(YS::NPC *, const YS::UNIT_DATA_RTN_PARAM **)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018bbf8	_ZN2YS3NPC20get_start_rtn_actionEv	med	0	1	bool	YS::NPC::get_start_rtn_action(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018c150	_ZN2YS3NPC14end_rtn_actionEv	sim-med	0	1		YS::NPC::end_rtn_action(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018c258	_ZN2YS3NPC18get_rtn_action_dirEv	sim-high	0	1		YS::NPC::get_rtn_action_dir(YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018c598	_ZN2YS3NPC10RTN_ACTION6is_endEPS0_	med	0	2	bool	YS::NPC::RTN_ACTION::is_end(YS::NPC::RTN_ACTION *, YS::NPC *)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018c650	_ZN2YS3NPC10RTN_ACTION3lotERN2kn7FVectorEiPKNS_19UNIT_DATA_RTN_PARAMEPKNS_4ZONEEff	sim-high	0	7	bool	YS::NPC::RTN_ACTION::lot(YS::NPC::RTN_ACTION *, kn::FVector &, int, const YS::UNIT_DATA_RTN_PARAM *, const YS::ZONE *, float, float)	C:/hd25/kingdom2/yasui/libys/npc.cpp
0018c8f0	_ZN2YS6DAMAGE5AllocEPNS_6ATTACKEPKNS_11ATTACKPARAMEPNS_6BTLOBJEi	high	1	4	YS::DAMAGE *	YS::DAMAGE::Alloc(YS::ATTACK *, const YS::ATTACKPARAM *, YS::BTLOBJ *, int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018c960	_ZN2YS6DAMAGE3setEPNS_6ATTACKEPKNS_11ATTACKPARAMEPNS_6BTLOBJEi	med	0	5		YS::DAMAGE::set(YS::DAMAGE *, YS::ATTACK *, const YS::ATTACKPARAM *, YS::BTLOBJ *, int)	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018ca90	_ZN2YS6DAMAGE8IsFinishEi	med	1	1	bool	YS::DAMAGE::IsFinish(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018cae0	_ZNK2YS6DAMAGE11is_killbossEv	sim-med	0	1	bool	YS::DAMAGE::is_killboss(const YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018cb30	_ZN2YS6DAMAGE11get_hitbackEv	high	0	1	float	YS::DAMAGE::get_hitback(YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018cd28	_ZN2YS6DAMAGE8get_blowERfS1_	med	0	3		YS::DAMAGE::get_blow(YS::DAMAGE *, float &, float &)	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018ce08	_ZN2YS6DAMAGE7set_dirEv	med	0	1		YS::DAMAGE::set_dir(YS::DAMAGE *)	C:/hd25/kingdom2/yasui/libys/damage.cpp
0018d238	_ZN2YS6ATTACKC1EPNS_6BTLOBJEPNS_6STDOBJEiiii	sim-high	0	7		YS::ATTACK::ATTACK(YS::ATTACK *, YS::BTLOBJ *, YS::STDOBJ *, int, int, int, int)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d500	_ZN2YS6ATTACKD1Ev	sim-med	0	1		YS::ATTACK::~ATTACK(YS::ATTACK *)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d620	_ZN2YS6ATTACK8ExecTaskEP4TASK	med	1	1		YS::ATTACK::ExecTask(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d738	_ZN2YS6ATTACK4InitEv	high	1	0		YS::ATTACK::Init() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d790	_ZN2YS6ATTACK6EnsureEv	med	1	0		YS::ATTACK::Ensure() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d808	_ZN2YS6ATTACK7get_posEv	sim-med	0	1		YS::ATTACK::get_pos(YS::ATTACK *)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d840	_ZN2YS6ATTACK7get_dirEPNS_3OBJE	sim-med	0	2		YS::ATTACK::get_dir(YS::ATTACK *, YS::OBJ *)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018d940	_ZN2YS6ATTACK9is_strikeEPNS_6BTLOBJE	med	0	2	bool	YS::ATTACK::is_strike(YS::ATTACK *, YS::BTLOBJ *)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018da18	_ZN2YS6ATTACK12force_strikeEPNS_6BTLOBJEPKNS_11ATTACKPARAMEi	med	0	4	YS::DAMAGE *	YS::ATTACK::force_strike(YS::ATTACK *, YS::BTLOBJ *, const YS::ATTACKPARAM *, int)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018db38	_ZN2YS6ATTACK6strikeEPNS_6BTLOBJEii	high	0	4	YS::DAMAGE *	YS::ATTACK::strike(YS::ATTACK *, YS::BTLOBJ *, int, int)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018dc28	_ZN2YS6ATTACK12check_bg_hitERKN2kn7FVectorES4_	med	0	3	bool	YS::ATTACK::check_bg_hit(YS::ATTACK *, const kn::FVector &, const kn::FVector &)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018ddc0	_ZN2YS6ATTACK6hit_bgEtRKN2kn7FVectorERPN2dk6ObjOccE	med	0	4		YS::ATTACK::hit_bg(YS::ATTACK *, u_short, const kn::FVector &, dk::ObjOcc *&)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e040	_ZN2YS6ATTACK7refreshEv	sim-med	0	1		YS::ATTACK::refresh(YS::ATTACK *)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e0d8	_ZN2YS6ATTACK8set_teamEi	sim-med	0	2		YS::ATTACK::set_team(YS::ATTACK *, int)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e108	_ZN2YS6ATTACK13SetHitmarkPosERKN2kn7FVectorES4_	med	1	2		YS::ATTACK::SetHitmarkPos(const kn::FVector &, const kn::FVector &) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e160	_ZN2YS11ATTACK_WORK15get_hitmark_posERKNS_9COLLISIONE	med	0	2		YS::ATTACK_WORK::get_hitmark_pos(YS::ATTACK_WORK *, const YS::COLLISION &)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e298	_ZN2YS11ATTACK_WORK3hitEPNS_6BTLOBJERNS_9COLLISIONE	med	0	3		YS::ATTACK_WORK::hit(YS::ATTACK_WORK *, YS::BTLOBJ *, YS::COLLISION &)	C:/hd25/kingdom2/yasui/libys/attack.cpp
0018e420	_ZN2YS11ATTACK_WORK7hitmarkEPNS_6BTLOBJEPNS_6DAMAGEERKNS_9COLLISIONEy	med	0	5		YS::ATTACK_WORK::hitmark(YS::ATTACK_WORK *, YS::BTLOBJ *, YS::DAMAGE *, const YS::COLLISION &, ULONGLONG)	C:/hd25/kingdom2/yasui/libys/attack.cpp
